"SUID","disease","edgestrength","edgetrend","fdr","interaction","name","random.pvalue","random.r","selected","shared interaction","shared name","target_real"
"428","CRC","3","1","2.93278899530397E-27","interacts with","Parvimonas_unclassified (interacts with) Parvimonas_micra","5.83156055404269E-30","0.785168623351049","false","interacts with","Parvimonas_unclassified (interacts with) Parvimonas_micra","Parvimonas_unclassified_Parvimonas_micra"
"424","CRC","2","1","1.16509895894603E-13","interacts with","Peptostreptococcus_stomatis (interacts with) Fusobacterium_nucleatum","1.27417616057064E-15","0.452555900138913","false","interacts with","Peptostreptococcus_stomatis (interacts with) Fusobacterium_nucleatum","Peptostreptococcus_stomatis_Fusobacterium_nucleatum"
"423","CRC","2","1","4.59418761062265E-17","interacts with","Peptostreptococcus_stomatis (interacts with) Gemella_morbillorum","3.18397860850557E-19","0.53315837043342","false","interacts with","Peptostreptococcus_stomatis (interacts with) Gemella_morbillorum","Peptostreptococcus_stomatis_Gemella_morbillorum"
"422","CRC","1","1","1.51343345427668E-4","interacts with","Peptostreptococcus_stomatis (interacts with) Granulicatella_adiacens","2.46011303835199E-5","0.263164633619938","false","interacts with","Peptostreptococcus_stomatis (interacts with) Granulicatella_adiacens","Peptostreptococcus_stomatis_Granulicatella_adiacens"
"420","CRC","3","1","1.9789498095799E-12","interacts with","Peptostreptococcus_stomatis (interacts with) Parvimonas_micra","2.78725325292943E-14","0.601182560592185","false","interacts with","Peptostreptococcus_stomatis (interacts with) Parvimonas_micra","Peptostreptococcus_stomatis_Parvimonas_micra"
"419","CRC","2","1","7.4233228465888E-15","interacts with","Peptostreptococcus_stomatis (interacts with) Parvimonas_unclassified","7.38027126421422E-17","0.593799036018493","false","interacts with","Peptostreptococcus_stomatis (interacts with) Parvimonas_unclassified","Peptostreptococcus_stomatis_Parvimonas_unclassified"
"530","CRC","1","1","4.11287062098774E-10","interacts with","Clostridiales_bacterium_1_7_47FAA (interacts with) Anaerotruncus_colihominis","9.2684408360287E-12","0.38142041258343","false","interacts with","Clostridiales_bacterium_1_7_47FAA (interacts with) Anaerotruncus_colihominis","Clostridiales_bacterium_1_7_47FAA_Anaerotruncus_colihominis"
"529","CRC","2","1","1.61766375151549E-17","interacts with","Clostridium_asparagiforme (interacts with) Anaerotruncus_colihominis","9.64969263538652E-20","0.47238649096969","false","interacts with","Clostridium_asparagiforme (interacts with) Anaerotruncus_colihominis","Clostridium_asparagiforme_Anaerotruncus_colihominis"
"527","CRC","2","1","1.72214438157811E-12","interacts with","Clostridium_asparagiforme (interacts with) Clostridiales_bacterium_1_7_47FAA","2.36848357366998E-14","0.492565985717709","false","interacts with","Clostridium_asparagiforme (interacts with) Clostridiales_bacterium_1_7_47FAA","Clostridium_asparagiforme_Clostridiales_bacterium_1_7_47FAA"
"526","CRC","1","1","1.22922122306892E-9","interacts with","Clostridium_bolteae (interacts with) Anaerotruncus_colihominis","3.34038575945822E-11","0.382968011186155","false","interacts with","Clostridium_bolteae (interacts with) Anaerotruncus_colihominis","Clostridium_bolteae_Anaerotruncus_colihominis"
"525","CRC","2","1","4.04608732869563E-28","interacts with","Clostridium_bolteae (interacts with) Clostridiales_bacterium_1_7_47FAA","7.37480706141705E-31","0.572886490356","false","interacts with","Clostridium_bolteae (interacts with) Clostridiales_bacterium_1_7_47FAA","Clostridium_bolteae_Clostridiales_bacterium_1_7_47FAA"
"524","CRC","2","1","1.26518145696606E-7","interacts with","Clostridium_bolteae (interacts with) Clostridium_asparagiforme","6.72946557889154E-9","0.534420141376585","false","interacts with","Clostridium_bolteae (interacts with) Clostridium_asparagiforme","Clostridium_bolteae_Clostridium_asparagiforme"
"522","CRC","2","1","1.60654938835881E-13","interacts with","Clostridium_citroniae (interacts with) Anaerotruncus_colihominis","1.81019649392542E-15","0.437129225388136","false","interacts with","Clostridium_citroniae (interacts with) Anaerotruncus_colihominis","Clostridium_citroniae_Anaerotruncus_colihominis"
"411","CRC","1","-1","0.0146669640039135","interacts with","Porphyromonas_asaccharolytica (interacts with) Clostridium_citroniae","0.00839431543819672","-0.248326398073245","false","interacts with","Porphyromonas_asaccharolytica (interacts with) Clostridium_citroniae","Porphyromonas_asaccharolytica_Clostridium_citroniae"
"521","CRC","2","1","3.70430603614889E-18","interacts with","Clostridium_citroniae (interacts with) Clostridiales_bacterium_1_7_47FAA","2.08693297811205E-20","0.491547272244993","false","interacts with","Clostridium_citroniae (interacts with) Clostridiales_bacterium_1_7_47FAA","Clostridium_citroniae_Clostridiales_bacterium_1_7_47FAA"
"520","CRC","2","1","4.92264006252401E-9","interacts with","Clostridium_citroniae (interacts with) Clostridium_asparagiforme","1.58242282043025E-10","0.477242839295863","false","interacts with","Clostridium_citroniae (interacts with) Clostridium_asparagiforme","Clostridium_citroniae_Clostridium_asparagiforme"
"409","CRC","1","1","0.00109895253543097","interacts with","Porphyromonas_asaccharolytica (interacts with) Fusobacterium_nucleatum","2.9111798092358E-4","0.263669769068117","false","interacts with","Porphyromonas_asaccharolytica (interacts with) Fusobacterium_nucleatum","Porphyromonas_asaccharolytica_Fusobacterium_nucleatum"
"519","CRC","2","1","3.92081840043676E-22","interacts with","Clostridium_citroniae (interacts with) Clostridium_bolteae","1.55923184110161E-24","0.520433998888087","false","interacts with","Clostridium_citroniae (interacts with) Clostridium_bolteae","Clostridium_citroniae_Clostridium_bolteae"
"408","CRC","2","1","4.25168108117618E-5","interacts with","Porphyromonas_asaccharolytica (interacts with) Gemella_morbillorum","5.17810371941092E-6","0.441551385930899","false","interacts with","Porphyromonas_asaccharolytica (interacts with) Gemella_morbillorum","Porphyromonas_asaccharolytica_Gemella_morbillorum"
"407","CRC","1","-1","0.0187605197022433","interacts with","Porphyromonas_asaccharolytica (interacts with) Granulicatella_adiacens","0.0115748967182468","-0.328698582984308","false","interacts with","Porphyromonas_asaccharolytica (interacts with) Granulicatella_adiacens","Porphyromonas_asaccharolytica_Granulicatella_adiacens"
"406","CRC","1","1","1.40531972477512E-7","interacts with","Porphyromonas_asaccharolytica (interacts with) Parvimonas_micra","7.56949785693105E-9","0.342526564395058","false","interacts with","Porphyromonas_asaccharolytica (interacts with) Parvimonas_micra","Porphyromonas_asaccharolytica_Parvimonas_micra"
"405","CRC","1","1","1.40319378537907E-7","interacts with","Porphyromonas_asaccharolytica (interacts with) Parvimonas_unclassified","7.53330217833999E-9","0.359362454843034","false","interacts with","Porphyromonas_asaccharolytica (interacts with) Parvimonas_unclassified","Porphyromonas_asaccharolytica_Parvimonas_unclassified"
"516","CRC","1","1","4.69107130457587E-9","interacts with","Clostridium_hathewayi (interacts with) Anaerotruncus_colihominis","1.50021004437969E-10","0.387464946105447","false","interacts with","Clostridium_hathewayi (interacts with) Anaerotruncus_colihominis","Clostridium_hathewayi_Anaerotruncus_colihominis"
"404","CRC","1","1","5.56846380552048E-4","interacts with","Porphyromonas_asaccharolytica (interacts with) Peptostreptococcus_stomatis","1.23733387956967E-4","0.260047761159624","false","interacts with","Porphyromonas_asaccharolytica (interacts with) Peptostreptococcus_stomatis","Porphyromonas_asaccharolytica_Peptostreptococcus_stomatis"
"514","CRC","2","1","2.82986268824487E-25","interacts with","Clostridium_hathewayi (interacts with) Clostridiales_bacterium_1_7_47FAA","7.97144419223907E-28","0.536445901797656","false","interacts with","Clostridium_hathewayi (interacts with) Clostridiales_bacterium_1_7_47FAA","Clostridium_hathewayi_Clostridiales_bacterium_1_7_47FAA"
"513","CRC","2","1","4.18124159893956E-11","interacts with","Clostridium_hathewayi (interacts with) Clostridium_asparagiforme","7.55186966502754E-13","0.423957227699855","false","interacts with","Clostridium_hathewayi (interacts with) Clostridium_asparagiforme","Clostridium_hathewayi_Clostridium_asparagiforme"
"512","CRC","2","1","6.52674960587198E-29","interacts with","Clostridium_hathewayi (interacts with) Clostridium_bolteae","9.73334655391017E-32","0.566537302256352","false","interacts with","Clostridium_hathewayi (interacts with) Clostridium_bolteae","Clostridium_hathewayi_Clostridium_bolteae"
"511","CRC","2","1","1.69622467070426E-19","interacts with","Clostridium_hathewayi (interacts with) Clostridium_citroniae","8.15087248557141E-22","0.482292440102131","false","interacts with","Clostridium_hathewayi (interacts with) Clostridium_citroniae","Clostridium_hathewayi_Clostridium_citroniae"
"397","CRC","1","1","0.00111238816169173","interacts with","Porphyromonas_uenonis (interacts with) Fusobacterium_nucleatum","2.9694404780205E-4","0.263314189360955","false","interacts with","Porphyromonas_uenonis (interacts with) Fusobacterium_nucleatum","Porphyromonas_uenonis_Fusobacterium_nucleatum"
"396","CRC","1","1","1.43087894841822E-4","interacts with","Porphyromonas_uenonis (interacts with) Gemella_morbillorum","2.29118647123341E-5","0.366509423340145","false","interacts with","Porphyromonas_uenonis (interacts with) Gemella_morbillorum","Porphyromonas_uenonis_Gemella_morbillorum"
"506","CRC","1","1","8.77454288043852E-9","interacts with","Clostridium_symbiosum (interacts with) Anaerotruncus_colihominis","3.009660938278E-10","0.354979471982833","false","interacts with","Clostridium_symbiosum (interacts with) Anaerotruncus_colihominis","Clostridium_symbiosum_Anaerotruncus_colihominis"
"505","CRC","2","1","2.08059756486141E-23","interacts with","Clostridium_symbiosum (interacts with) Clostridiales_bacterium_1_7_47FAA","7.58461415525287E-26","0.519802291209704","false","interacts with","Clostridium_symbiosum (interacts with) Clostridiales_bacterium_1_7_47FAA","Clostridium_symbiosum_Clostridiales_bacterium_1_7_47FAA"
"394","CRC","2","1","2.49279449885207E-7","interacts with","Porphyromonas_uenonis (interacts with) Parvimonas_micra","1.43743576735795E-8","0.405117221231681","false","interacts with","Porphyromonas_uenonis (interacts with) Parvimonas_micra","Porphyromonas_uenonis_Parvimonas_micra"
"504","CRC","1","1","6.20893584108761E-5","interacts with","Clostridium_symbiosum (interacts with) Clostridium_asparagiforme","8.28201052539441E-6","0.38801846608457","false","interacts with","Clostridium_symbiosum (interacts with) Clostridium_asparagiforme","Clostridium_symbiosum_Clostridium_asparagiforme"
"393","CRC","1","1","1.6160670720869E-6","interacts with","Porphyromonas_uenonis (interacts with) Parvimonas_unclassified","1.22912143510835E-7","0.342926255889905","false","interacts with","Porphyromonas_uenonis (interacts with) Parvimonas_unclassified","Porphyromonas_uenonis_Parvimonas_unclassified"
"503","CRC","2","1","3.30568548012208E-23","interacts with","Clostridium_symbiosum (interacts with) Clostridium_bolteae","1.25983042324454E-25","0.53028064911722","false","interacts with","Clostridium_symbiosum (interacts with) Clostridium_bolteae","Clostridium_symbiosum_Clostridium_bolteae"
"392","CRC","1","1","0.00346066543052757","interacts with","Porphyromonas_uenonis (interacts with) Peptostreptococcus_stomatis","0.00127646085308275","0.301716646479807","false","interacts with","Porphyromonas_uenonis (interacts with) Peptostreptococcus_stomatis","Porphyromonas_uenonis_Peptostreptococcus_stomatis"
"502","CRC","2","1","4.55387257126151E-19","interacts with","Clostridium_symbiosum (interacts with) Clostridium_citroniae","2.26373118703969E-21","0.477827511700742","false","interacts with","Clostridium_symbiosum (interacts with) Clostridium_citroniae","Clostridium_symbiosum_Clostridium_citroniae"
"391","CRC","3","1","2.34734961199575E-8","interacts with","Porphyromonas_uenonis (interacts with) Porphyromonas_asaccharolytica","9.41273580949415E-10","0.636148007092219","false","interacts with","Porphyromonas_uenonis (interacts with) Porphyromonas_asaccharolytica","Porphyromonas_uenonis_Porphyromonas_asaccharolytica"
"501","CRC","2","1","2.50174209421997E-31","interacts with","Clostridium_symbiosum (interacts with) Clostridium_hathewayi","2.9017721059718E-34","0.584231152419358","false","interacts with","Clostridium_symbiosum (interacts with) Clostridium_hathewayi","Clostridium_symbiosum_Clostridium_hathewayi"
"492","CRC","1","1","9.9604082064841E-7","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Anaerotruncus_colihominis","6.93184995314552E-8","0.350572082065749","false","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Anaerotruncus_colihominis","Erysipelotrichaceae_bacterium_2_2_44A_Anaerotruncus_colihominis"
"490","CRC","1","1","4.66633246695398E-5","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Clostridiales_bacterium_1_7_47FAA","5.75269487226804E-6","0.281903269469085","false","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Clostridiales_bacterium_1_7_47FAA","Erysipelotrichaceae_bacterium_2_2_44A_Clostridiales_bacterium_1_7_47FAA"
"489","CRC","1","1","2.07822176205208E-5","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Clostridium_bolteae","2.20735733135937E-6","0.31690758167476","false","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Clostridium_bolteae","Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_bolteae"
"488","CRC","1","1","8.91458828127136E-9","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Clostridium_hathewayi","3.0724678749038E-10","0.37767216919413","false","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Clostridium_hathewayi","Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_hathewayi"
"486","CRC","1","1","3.71277280729915E-5","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Clostridium_symbiosum","4.40488041429361E-6","0.344878022787058","false","interacts with","Erysipelotrichaceae_bacterium_2_2_44A (interacts with) Clostridium_symbiosum","Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_symbiosum"
"476","CRC","1","-1","0.00771858716831693","interacts with","Fusobacterium_nucleatum (interacts with) Clostridium_asparagiforme","0.0036732033715669","-0.243212723399842","false","interacts with","Fusobacterium_nucleatum (interacts with) Clostridium_asparagiforme","Fusobacterium_nucleatum_Clostridium_asparagiforme"
"475","CRC","1","1","0.00522229889507577","interacts with","Fusobacterium_nucleatum (interacts with) Clostridium_hathewayi","0.00220614322929278","0.28631069222527","false","interacts with","Fusobacterium_nucleatum (interacts with) Clostridium_hathewayi","Fusobacterium_nucleatum_Clostridium_hathewayi"
"474","CRC","2","1","0.00252915669466725","interacts with","Fusobacterium_nucleatum (interacts with) Clostridium_symbiosum","8.4829692062015E-4","0.460055194449272","false","interacts with","Fusobacterium_nucleatum (interacts with) Clostridium_symbiosum","Fusobacterium_nucleatum_Clostridium_symbiosum"
"470","CRC","2","1","5.68124070102468E-16","interacts with","Gemella_morbillorum (interacts with) Fusobacterium_nucleatum","4.51863386328392E-18","0.442096997109141","false","interacts with","Gemella_morbillorum (interacts with) Fusobacterium_nucleatum","Gemella_morbillorum_Fusobacterium_nucleatum"
"464","CRC","1","1","0.00500847392107008","interacts with","Granulicatella_adiacens (interacts with) Fusobacterium_nucleatum","0.00208996912242319","0.268482569620809","false","interacts with","Granulicatella_adiacens (interacts with) Fusobacterium_nucleatum","Granulicatella_adiacens_Fusobacterium_nucleatum"
"463","CRC","1","1","2.94116775869425E-5","interacts with","Granulicatella_adiacens (interacts with) Gemella_morbillorum","3.32861239302099E-6","0.36916163504978","false","interacts with","Granulicatella_adiacens (interacts with) Gemella_morbillorum","Granulicatella_adiacens_Gemella_morbillorum"
"349","CRC","2","1","0.00102031742790478","interacts with","Solobacterium_moorei (interacts with) Clostridium_hathewayi","2.65096557904671E-4","0.42968157262651","false","interacts with","Solobacterium_moorei (interacts with) Clostridium_hathewayi","Solobacterium_moorei_Clostridium_hathewayi"
"461","CRC","1","1","6.29438942204702E-9","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Anaerotruncus_colihominis","2.1068213144217E-10","0.389290675042078","false","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Anaerotruncus_colihominis","Lachnospiraceae_bacterium_3_1_57FAA_CT1_Anaerotruncus_colihominis"
"347","CRC","1","1","1.56744251348038E-10","interacts with","Solobacterium_moorei (interacts with) Fusobacterium_nucleatum","3.16864932302579E-12","0.399790372190969","false","interacts with","Solobacterium_moorei (interacts with) Fusobacterium_nucleatum","Solobacterium_moorei_Fusobacterium_nucleatum"
"460","CRC","1","1","4.81959056330066E-6","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridiales_bacterium_1_7_47FAA","4.09685163044447E-7","0.360515434510341","false","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridiales_bacterium_1_7_47FAA","Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridiales_bacterium_1_7_47FAA"
"346","CRC","2","1","4.21724537339533E-10","interacts with","Solobacterium_moorei (interacts with) Gemella_morbillorum","9.78317070878784E-12","0.409535531188569","false","interacts with","Solobacterium_moorei (interacts with) Gemella_morbillorum","Solobacterium_moorei_Gemella_morbillorum"
"459","CRC","1","1","8.20548851765577E-9","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_asparagiforme","2.80087926203329E-10","0.355552903834555","false","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_asparagiforme","Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_asparagiforme"
"345","CRC","1","1","4.14731781253085E-5","interacts with","Solobacterium_moorei (interacts with) Granulicatella_adiacens","5.02351171658666E-6","0.283579848700172","false","interacts with","Solobacterium_moorei (interacts with) Granulicatella_adiacens","Solobacterium_moorei_Granulicatella_adiacens"
"458","CRC","2","1","1.38668796603063E-9","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_bolteae","3.84745501203144E-11","0.437034169523442","false","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_bolteae","Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_bolteae"
"344","CRC","2","1","2.72355309934371E-13","interacts with","Solobacterium_moorei (interacts with) Parvimonas_micra","3.24031981763335E-15","0.49184334852887","false","interacts with","Solobacterium_moorei (interacts with) Parvimonas_micra","Solobacterium_moorei_Parvimonas_micra"
"457","CRC","1","1","2.17689218328136E-4","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_citroniae","3.84335071671821E-5","0.297560274102643","false","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_citroniae","Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_citroniae"
"343","CRC","2","1","4.10453632609684E-13","interacts with","Solobacterium_moorei (interacts with) Parvimonas_unclassified","5.10091506971438E-15","0.507751930896633","false","interacts with","Solobacterium_moorei (interacts with) Parvimonas_unclassified","Solobacterium_moorei_Parvimonas_unclassified"
"456","CRC","1","1","1.96923505154887E-11","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_hathewayi","3.26302411192854E-13","0.393819356929458","false","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_hathewayi","Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_hathewayi"
"342","CRC","1","1","2.6242246620785E-9","interacts with","Solobacterium_moorei (interacts with) Peptostreptococcus_stomatis","8.00043015919343E-11","0.364207137872188","false","interacts with","Solobacterium_moorei (interacts with) Peptostreptococcus_stomatis","Solobacterium_moorei_Peptostreptococcus_stomatis"
"341","CRC","1","1","6.97998641925121E-6","interacts with","Solobacterium_moorei (interacts with) Porphyromonas_asaccharolytica","6.4190430201896E-7","0.371291134841802","false","interacts with","Solobacterium_moorei (interacts with) Porphyromonas_asaccharolytica","Solobacterium_moorei_Porphyromonas_asaccharolytica"
"454","CRC","1","1","6.2679256134421E-4","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_symbiosum","1.43867208144512E-4","0.384417677638364","false","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Clostridium_symbiosum","Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_symbiosum"
"340","CRC","1","1","0.00103867891528545","interacts with","Solobacterium_moorei (interacts with) Porphyromonas_uenonis","2.70416021628137E-4","0.323445472505036","false","interacts with","Solobacterium_moorei (interacts with) Porphyromonas_uenonis","Solobacterium_moorei_Porphyromonas_uenonis"
"453","CRC","2","1","6.03023981072558E-4","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Erysipelotrichaceae_bacterium_2_2_44A","1.37216242236627E-4","0.429307387964435","false","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Erysipelotrichaceae_bacterium_2_2_44A","Lachnospiraceae_bacterium_3_1_57FAA_CT1_Erysipelotrichaceae_bacterium_2_2_44A"
"338","CRC","1","-1","0.00179688788947553","interacts with","Streptococcus_anginosus (interacts with) Anaerotruncus_colihominis","5.42192683800322E-4","-0.269252708314015","false","interacts with","Streptococcus_anginosus (interacts with) Anaerotruncus_colihominis","Streptococcus_anginosus_Anaerotruncus_colihominis"
"336","CRC","2","1","0.0307490417522203","interacts with","Streptococcus_anginosus (interacts with) Fusobacterium_nucleatum","0.021085679066114","0.430928182677067","false","interacts with","Streptococcus_anginosus (interacts with) Fusobacterium_nucleatum","Streptococcus_anginosus_Fusobacterium_nucleatum"
"335","CRC","2","1","4.25571859850727E-7","interacts with","Streptococcus_anginosus (interacts with) Gemella_morbillorum","2.69376057105182E-8","0.409918303309891","false","interacts with","Streptococcus_anginosus (interacts with) Gemella_morbillorum","Streptococcus_anginosus_Gemella_morbillorum"
"334","CRC","1","1","9.80973620660899E-5","interacts with","Streptococcus_anginosus (interacts with) Granulicatella_adiacens","1.41253699478761E-5","0.297722680227347","false","interacts with","Streptococcus_anginosus (interacts with) Granulicatella_adiacens","Streptococcus_anginosus_Granulicatella_adiacens"
"333","CRC","2","1","4.33229971242373E-6","interacts with","Streptococcus_anginosus (interacts with) Parvimonas_micra","3.61084797903751E-7","0.400438087125508","false","interacts with","Streptococcus_anginosus (interacts with) Parvimonas_micra","Streptococcus_anginosus_Parvimonas_micra"
"332","CRC","2","1","6.12331871857016E-10","interacts with","Streptococcus_anginosus (interacts with) Parvimonas_unclassified","1.50165894009674E-11","0.438310253137699","false","interacts with","Streptococcus_anginosus (interacts with) Parvimonas_unclassified","Streptococcus_anginosus_Parvimonas_unclassified"
"331","CRC","1","1","3.45472788653209E-4","interacts with","Streptococcus_anginosus (interacts with) Peptostreptococcus_stomatis","6.69764975516577E-5","0.361511059766531","false","interacts with","Streptococcus_anginosus (interacts with) Peptostreptococcus_stomatis","Streptococcus_anginosus_Peptostreptococcus_stomatis"
"329","CRC","1","1","1.28507538077162E-4","interacts with","Streptococcus_anginosus (interacts with) Solobacterium_moorei","1.99309122850412E-5","0.2887507548893","false","interacts with","Streptococcus_anginosus (interacts with) Solobacterium_moorei","Streptococcus_anginosus_Solobacterium_moorei"
"328","CRC","1","1","1.77651345825931E-5","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Anaerotruncus_colihominis","1.83294035837956E-6","0.357219663653272","false","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Anaerotruncus_colihominis","Subdoligranulum_sp_4_3_54A2FAA_Anaerotruncus_colihominis"
"327","CRC","1","1","3.65960615709918E-4","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Clostridium_asparagiforme","7.20399687594668E-5","0.30660722470454","false","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Clostridium_asparagiforme","Subdoligranulum_sp_4_3_54A2FAA_Clostridium_asparagiforme"
"326","CRC","1","1","4.77696302230103E-4","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Clostridium_bolteae","1.01871605794555E-4","0.310966595612168","false","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Clostridium_bolteae","Subdoligranulum_sp_4_3_54A2FAA_Clostridium_bolteae"
"325","CRC","1","1","0.00164330849278997","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Clostridium_citroniae","4.82236841877552E-4","0.308269052388567","false","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Clostridium_citroniae","Subdoligranulum_sp_4_3_54A2FAA_Clostridium_citroniae"
"324","CRC","1","1","2.91285108242047E-5","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Clostridium_hathewayi","3.29173891998469E-6","0.349040762466443","false","interacts with","Subdoligranulum_sp_4_3_54A2FAA (interacts with) Clostridium_hathewayi","Subdoligranulum_sp_4_3_54A2FAA_Clostridium_hathewayi"
