"SUID","disease","edgestrength","edgetrend","fdr","interaction","name","random.pvalue","random.r","selected","shared interaction","shared name","target_real"
"869","CRC","1","1","1.0574279169161E-5","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Erysipelotrichaceae_bacterium_2_2_44A","1.14044245612522E-6","0.337397396737771","false","interacts with","Lachnospiraceae_bacterium_3_1_57FAA_CT1 (interacts with) Erysipelotrichaceae_bacterium_2_2_44A","Lachnospiraceae_bacterium_3_1_57FAA_CT1_Erysipelotrichaceae_bacterium_2_2_44A"
"923","CRC","2","1","2.72614003320185E-9","interacts with","Clostridium_citroniae (interacts with) Clostridiales_bacterium_1_7_47FAA","8.15556374261985E-11","0.441873287846866","false","interacts with","Clostridium_citroniae (interacts with) Clostridiales_bacterium_1_7_47FAA","Clostridium_citroniae_Clostridiales_bacterium_1_7_47FAA"
"922","CRC","2","1","1.87039318147415E-10","interacts with","Clostridium_citroniae (interacts with) Clostridium_asparagiforme","3.56401139762605E-12","0.537159462259209","false","interacts with","Clostridium_citroniae (interacts with) Clostridium_asparagiforme","Clostridium_citroniae_Clostridium_asparagiforme"
"921","CRC","2","1","6.98316912833012E-13","interacts with","Clostridium_citroniae (interacts with) Clostridium_bolteae","7.71767929579167E-15","0.520137205242027","false","interacts with","Clostridium_citroniae (interacts with) Clostridium_bolteae","Clostridium_citroniae_Clostridium_bolteae"
"920","CRC","1","1","2.81921906120792E-8","interacts with","Clostridium_hathewayi (interacts with) Anaerotruncus_colihominis","1.29464899723915E-9","0.382300581478504","false","interacts with","Clostridium_hathewayi (interacts with) Anaerotruncus_colihominis","Clostridium_hathewayi_Anaerotruncus_colihominis"
"917","CRC","2","1","7.63935877354623E-9","interacts with","Clostridium_hathewayi (interacts with) Clostridiales_bacterium_1_7_47FAA","2.75121724123521E-10","0.46711038119294","false","interacts with","Clostridium_hathewayi (interacts with) Clostridiales_bacterium_1_7_47FAA","Clostridium_hathewayi_Clostridiales_bacterium_1_7_47FAA"
"916","CRC","2","1","4.52511892827445E-22","interacts with","Clostridium_hathewayi (interacts with) Clostridium_asparagiforme","8.62255893344979E-25","0.522115668015249","false","interacts with","Clostridium_hathewayi (interacts with) Clostridium_asparagiforme","Clostridium_hathewayi_Clostridium_asparagiforme"
"915","CRC","2","1","2.65377014367298E-26","interacts with","Clostridium_hathewayi (interacts with) Clostridium_bolteae","2.02269065828733E-29","0.547209176339452","false","interacts with","Clostridium_hathewayi (interacts with) Clostridium_bolteae","Clostridium_hathewayi_Clostridium_bolteae"
"914","CRC","2","1","4.80246164952631E-17","interacts with","Clostridium_hathewayi (interacts with) Clostridium_citroniae","2.19624770557606E-19","0.467808980398894","false","interacts with","Clostridium_hathewayi (interacts with) Clostridium_citroniae","Clostridium_hathewayi_Clostridium_citroniae"
"912","CRC","1","1","4.24818649553408E-8","interacts with","Clostridium_symbiosum (interacts with) Anaerotruncus_colihominis","2.04800149270222E-9","0.393739968775389","false","interacts with","Clostridium_symbiosum (interacts with) Anaerotruncus_colihominis","Clostridium_symbiosum_Anaerotruncus_colihominis"
