target_real	target	disease	random.r	random.pvalue	fdr	features	variable	edgestrength	edgetrend
Clostridium_symbiosum_Clostridium_bolteae	Clostridium_symbiosum_Clostridium_bolteae_CD	CD	0.58600286084313	2.17024037544673e-06	2.89365383392897e-05	Clostridium_symbiosum	Clostridium_bolteae	2	1
Eubacterium_hallii_Anaerostipes_hadrus	Eubacterium_hallii_Anaerostipes_hadrus_CD	CD	0.559397129181178	3.41287688235107e-05	0.000298626727205719	Eubacterium_hallii	Anaerostipes_hadrus	2	1
Eubacterium_ventriosum_Alistipes_putredinis	Eubacterium_ventriosum_Alistipes_putredinis_CD	CD	0.387242590368586	0.000440585950541233	0.00178733388759528	Eubacterium_ventriosum	Alistipes_putredinis	1	1
Eubacterium_ventriosum_Clostridium_symbiosum	Eubacterium_ventriosum_Clostridium_symbiosum_CD	CD	-0.426487028845768	0.00520042037431683	0.0103270759206292	Eubacterium_ventriosum	Clostridium_symbiosum	2	-1
Eubacterium_ventriosum_Coprococcus_catus	Eubacterium_ventriosum_Coprococcus_catus_CD	CD	0.32222788310731	0.00380779654209463	0.00811442680762945	Eubacterium_ventriosum	Coprococcus_catus	1	1
Klebsiella_unclassified_Alistipes_putredinis	Klebsiella_unclassified_Alistipes_putredinis_CD	CD	-0.281051570713056	0.0123743699671119	0.0201053593276093	Klebsiella_unclassified	Alistipes_putredinis	1	-1
Klebsiella_unclassified_Alistipes_shahii	Klebsiella_unclassified_Alistipes_shahii_CD	CD	-0.245931262921587	0.0296754868125474	0.0418245116149997	Klebsiella_unclassified	Alistipes_shahii	1	-1
Lachnospiraceae_bacterium_5_1_63FAA_Anaerostipes_hadrus	Lachnospiraceae_bacterium_5_1_63FAA_Anaerostipes_hadrus_CD	CD	0.761557852614053	3.864712981722e-07	6.62522225438057e-06	Lachnospiraceae_bacterium_5_1_63FAA	Anaerostipes_hadrus	3	1
Lactobacillus_fermentum_Alistipes_shahii	Lactobacillus_fermentum_Alistipes_shahii_CD	CD	-0.254962961990022	0.0239552060956972	0.0347138732326639	Lactobacillus_fermentum	Alistipes_shahii	1	-1
Megamonas_hypermegale_Clostridium_leptum	Megamonas_hypermegale_Clostridium_leptum_CD	CD	-0.304046740272943	0.00691533895787931	0.01262801027091	Megamonas_hypermegale	Clostridium_leptum	1	-1
Megamonas_unclassified_Megamonas_hypermegale	Megamonas_unclassified_Megamonas_hypermegale_CD	CD	0.722751669573099	2.1421310243398e-15	4.49847515111358e-13	Megamonas_unclassified	Megamonas_hypermegale	3	1
Parabacteroides_goldsteinii_Bacteroides_nordii	Parabacteroides_goldsteinii_Bacteroides_nordii_CD	CD	0.346694934103089	0.00173466146502232	0.00461112541335047	Parabacteroides_goldsteinii	Bacteroides_nordii	1	1
Parabacteroides_goldsteinii_Megamonas_unclassified	Parabacteroides_goldsteinii_Megamonas_unclassified_CD	CD	0.282140436725377	0.0126054108811862	0.0203235031481697	Parabacteroides_goldsteinii	Megamonas_unclassified	1	1
Roseburia_inulinivorans_Roseburia_hominis	Roseburia_inulinivorans_Roseburia_hominis_CD	CD	0.503229790214548	0.000283046749479045	0.00127827564280859	Roseburia_inulinivorans	Roseburia_hominis	2	1
Ruminococcus_sp_5_1_39BFAA_Anaerostipes_hadrus	Ruminococcus_sp_5_1_39BFAA_Anaerostipes_hadrus_CD	CD	0.376403480918069	0.000105038741410516	0.000634766494854918	Ruminococcus_sp_5_1_39BFAA	Anaerostipes_hadrus	1	1
Ruminococcus_torques_Clostridium_leptum	Ruminococcus_torques_Clostridium_leptum_CD	CD	0.369619089634588	0.000845217249694464	0.0028399299589734	Ruminococcus_torques	Clostridium_leptum	1	1
Veillonella_atypica_Streptococcus_parasanguinis	Veillonella_atypica_Streptococcus_parasanguinis_CD	CD	0.310385091611269	0.00576068166725718	0.0110478826495343	Veillonella_atypica	Streptococcus_parasanguinis	1	1
Veillonella_parvula_Alistipes_putredinis	Veillonella_parvula_Alistipes_putredinis_CD	CD	-0.459149302566132	0.0220128626692019	0.0323265815421845	Veillonella_parvula	Alistipes_putredinis	2	-1
Veillonella_parvula_Streptococcus_parasanguinis	Veillonella_parvula_Streptococcus_parasanguinis_CD	CD	0.323150391657359	0.00393703945816252	0.00833025981072171	Veillonella_parvula	Streptococcus_parasanguinis	1	1
Veillonella_parvula_Veillonella_atypica	Veillonella_parvula_Veillonella_atypica_CD	CD	0.607929641700899	4.72038094981934e-12	3.30426666487354e-10	Veillonella_parvula	Veillonella_atypica	3	1
Veillonella_unclassified_Alistipes_putredinis	Veillonella_unclassified_Alistipes_putredinis_CD	CD	-0.49918328851302	0.000324510664548779	0.00143804967959612	Veillonella_unclassified	Alistipes_putredinis	2	-1
Veillonella_unclassified_Bacteroidales_bacterium_ph8	Veillonella_unclassified_Bacteroidales_bacterium_ph8_CD	CD	-0.383524278346016	0.0080391853318308	0.0140685743307039	Veillonella_unclassified	Bacteroidales_bacterium_ph8	1	-1
Veillonella_unclassified_Streptococcus_parasanguinis	Veillonella_unclassified_Streptococcus_parasanguinis_CD	CD	0.374108678164127	0.000718646712683547	0.00251024838816033	Veillonella_unclassified	Streptococcus_parasanguinis	1	1
Veillonella_unclassified_Veillonella_atypica	Veillonella_unclassified_Veillonella_atypica_CD	CD	0.544216146317626	1.53337071196435e-07	2.99542185593036e-06	Veillonella_unclassified	Veillonella_atypica	2	1
Veillonella_unclassified_Veillonella_parvula	Veillonella_unclassified_Veillonella_parvula_CD	CD	0.695684647521186	3.91703465847023e-17	1.6451545565575e-14	Veillonella_unclassified	Veillonella_parvula	3	1
NA	NA	CD	0	0	0	Alistipes_finegoldii	Alistipes_finegoldii	0	0
NA	NA	CD	0	0	0	Alistipes_onderdonkii	Alistipes_onderdonkii	0	0
NA	NA	CD	0	0	0	Bacteroides_stercoris	Bacteroides_stercoris	0	0
NA	NA	CD	0	0	0	Bacteroides_vulgatus	Bacteroides_vulgatus	0	0
NA	NA	CD	0	0	0	Odoribacter_laneus	Odoribacter_laneus	0	0
NA	NA	CD	0	0	0	Bacteroides_pectinophilus	Bacteroides_pectinophilus	0	0
NA	NA	CD	0	0	0	Clostridium_citroniae	Clostridium_citroniae	0	0
NA	NA	CD	0	0	0	Eubacterium_siraeum	Eubacterium_siraeum	0	0
NA	NA	CD	0	0	0	Ruminococcus_bromii	Ruminococcus_bromii	0	0
NA	NA	CD	0	0	0	Ruminococcus_lactaris	Ruminococcus_lactaris	0	0
NA	NA	CD	0	0	0	Subdoligranulum_unclassified	Subdoligranulum_unclassified	0	0
NA	NA	CD	0	0	0	Citrobacter_freundii	Citrobacter_freundii	0	0
NA	NA	CD	0	0	0	Citrobacter_unclassified	Citrobacter_unclassified	0	0
NA	NA	CD	0	0	0	Escherichia_coli	Escherichia_coli	0	0
NA	NA	CD	0	0	0	Klebsiella_pneumoniae	Klebsiella_pneumoniae	0	0
