target_real	target	disease	random.r	random.pvalue	fdr	features	variable	edgestrength	edgetrend
Clostridium_innocuum_Clostridium_hathewayi	Clostridium_innocuum_Clostridium_hathewayi_CRC	CRC	0.229290734501657	0.00754341131893869	0.01348873698068	Clostridium_innocuum	Clostridium_hathewayi	1	1
Clostridium_symbiosum_Anaerotruncus_colihominis	Clostridium_symbiosum_Anaerotruncus_colihominis_CRC	CRC	0.354979471982833	3.009660938278e-10	8.77454288043852e-09	Clostridium_symbiosum	Anaerotruncus_colihominis	1	1
Clostridium_symbiosum_Clostridiales_bacterium_1_7_47FAA	Clostridium_symbiosum_Clostridiales_bacterium_1_7_47FAA_CRC	CRC	0.519802291209704	7.58461415525287e-26	2.08059756486141e-23	Clostridium_symbiosum	Clostridiales_bacterium_1_7_47FAA	2	1
Clostridium_symbiosum_Clostridium_asparagiforme	Clostridium_symbiosum_Clostridium_asparagiforme_CRC	CRC	0.38801846608457	8.28201052539441e-06	6.20893584108761e-05	Clostridium_symbiosum	Clostridium_asparagiforme	1	1
Clostridium_symbiosum_Clostridium_bolteae	Clostridium_symbiosum_Clostridium_bolteae_CRC	CRC	0.53028064911722	1.25983042324454e-25	3.30568548012208e-23	Clostridium_symbiosum	Clostridium_bolteae	2	1
Clostridium_symbiosum_Clostridium_citroniae	Clostridium_symbiosum_Clostridium_citroniae_CRC	CRC	0.477827511700742	2.26373118703969e-21	4.55387257126151e-19	Clostridium_symbiosum	Clostridium_citroniae	2	1
Clostridium_symbiosum_Clostridium_hathewayi	Clostridium_symbiosum_Clostridium_hathewayi_CRC	CRC	0.584231152419358	2.9017721059718e-34	2.50174209421997e-31	Clostridium_symbiosum	Clostridium_hathewayi	2	1
Coprococcus_comes_Alloprevotella_tannerae	Coprococcus_comes_Alloprevotella_tannerae_CRC	CRC	-0.177344014790931	0.00973724162720758	0.0164836614923416	Coprococcus_comes	Alloprevotella_tannerae	1	-1
Coprococcus_comes_Anaerostipes_hadrus	Coprococcus_comes_Anaerostipes_hadrus_CRC	CRC	0.351552343026739	0.000863913536577757	0.00256076532084811	Coprococcus_comes	Anaerostipes_hadrus	1	1
Coprococcus_comes_Clostridiales_bacterium_1_7_47FAA	Coprococcus_comes_Clostridiales_bacterium_1_7_47FAA_CRC	CRC	-0.259242576776689	0.000203889954255872	0.000827488819054599	Coprococcus_comes	Clostridiales_bacterium_1_7_47FAA	1	-1
Coprococcus_comes_Clostridium_bolteae	Coprococcus_comes_Clostridium_bolteae_CRC	CRC	-0.35519117381332	2.00139980086628e-07	2.5111118083634e-06	Coprococcus_comes	Clostridium_bolteae	1	-1
Coprococcus_comes_Clostridium_hathewayi	Coprococcus_comes_Clostridium_hathewayi_CRC	CRC	-0.317850517657802	0.000232162228311593	0.000919356330617103	Coprococcus_comes	Clostridium_hathewayi	1	-1
Coprococcus_comes_Clostridium_symbiosum	Coprococcus_comes_Clostridium_symbiosum_CRC	CRC	-0.336174465195789	1.02023003489632e-07	1.38673159022506e-06	Coprococcus_comes	Clostridium_symbiosum	1	-1
Desulfovibrio_desulfuricans_Bilophila_wadsworthia	Desulfovibrio_desulfuricans_Bilophila_wadsworthia_CRC	CRC	0.311872248874988	0.00084630986943702	0.0025247059130264	Desulfovibrio_desulfuricans	Bilophila_wadsworthia	1	1
Desulfovibrio_desulfuricans_Clostridium_asparagiforme	Desulfovibrio_desulfuricans_Clostridium_asparagiforme_CRC	CRC	0.233405159542419	0.00271409919539025	0.00610495290502429	Desulfovibrio_desulfuricans	Clostridium_asparagiforme	1	1
Erysipelotrichaceae_bacterium_2_2_44A_Anaerotruncus_colihominis	Erysipelotrichaceae_bacterium_2_2_44A_Anaerotruncus_colihominis_CRC	CRC	0.350572082065749	6.93184995314552e-08	9.9604082064841e-07	Erysipelotrichaceae_bacterium_2_2_44A	Anaerotruncus_colihominis	1	1
Erysipelotrichaceae_bacterium_2_2_44A_Bilophila_wadsworthia	Erysipelotrichaceae_bacterium_2_2_44A_Bilophila_wadsworthia_CRC	CRC	-0.242594950467283	0.0147735627251493	0.0228728709713382	Erysipelotrichaceae_bacterium_2_2_44A	Bilophila_wadsworthia	1	-1
Erysipelotrichaceae_bacterium_2_2_44A_Clostridiales_bacterium_1_7_47FAA	Erysipelotrichaceae_bacterium_2_2_44A_Clostridiales_bacterium_1_7_47FAA_CRC	CRC	0.281903269469085	5.75269487226804e-06	4.66633246695398e-05	Erysipelotrichaceae_bacterium_2_2_44A	Clostridiales_bacterium_1_7_47FAA	1	1
Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_bolteae	Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_bolteae_CRC	CRC	0.31690758167476	2.20735733135937e-06	2.07822176205208e-05	Erysipelotrichaceae_bacterium_2_2_44A	Clostridium_bolteae	1	1
Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_hathewayi	Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_hathewayi_CRC	CRC	0.37767216919413	3.0724678749038e-10	8.91458828127136e-09	Erysipelotrichaceae_bacterium_2_2_44A	Clostridium_hathewayi	1	1
Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_innocuum	Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_innocuum_CRC	CRC	0.411825975721553	5.68556581464461e-07	6.31904045881772e-06	Erysipelotrichaceae_bacterium_2_2_44A	Clostridium_innocuum	2	1
Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_symbiosum	Erysipelotrichaceae_bacterium_2_2_44A_Clostridium_symbiosum_CRC	CRC	0.344878022787058	4.40488041429361e-06	3.71277280729915e-05	Erysipelotrichaceae_bacterium_2_2_44A	Clostridium_symbiosum	1	1
Eubacterium_hallii_Alloprevotella_tannerae	Eubacterium_hallii_Alloprevotella_tannerae_CRC	CRC	-0.174850145546521	0.0259027704915799	0.0367214517069966	Eubacterium_hallii	Alloprevotella_tannerae	1	-1
Eubacterium_hallii_Anaerostipes_hadrus	Eubacterium_hallii_Anaerostipes_hadrus_CRC	CRC	0.426628978195827	2.20197290511057e-12	1.13580397284977e-10	Eubacterium_hallii	Anaerostipes_hadrus	2	1
Eubacterium_hallii_Clostridium_bolteae	Eubacterium_hallii_Clostridium_bolteae_CRC	CRC	-0.360685187600654	7.59128799132875e-09	1.40531972477512e-07	Eubacterium_hallii	Clostridium_bolteae	1	-1
Eubacterium_hallii_Clostridium_hathewayi	Eubacterium_hallii_Clostridium_hathewayi_CRC	CRC	-0.339049895617333	2.08651133565178e-09	4.52953090311457e-08	Eubacterium_hallii	Clostridium_hathewayi	1	-1
Eubacterium_hallii_Clostridium_symbiosum	Eubacterium_hallii_Clostridium_symbiosum_CRC	CRC	-0.260576864842813	0.00226692601555949	0.00533992915843151	Eubacterium_hallii	Clostridium_symbiosum	1	-1
Eubacterium_hallii_Coprococcus_comes	Eubacterium_hallii_Coprococcus_comes_CRC	CRC	0.449728709659091	4.57913174423796e-12	2.22863387713517e-10	Eubacterium_hallii	Coprococcus_comes	2	1
Fusobacterium_nucleatum_Alloprevotella_tannerae	Fusobacterium_nucleatum_Alloprevotella_tannerae_CRC	CRC	0.363258149104498	5.61925587075214e-05	0.000299842698319975	Fusobacterium_nucleatum	Alloprevotella_tannerae	1	1
Fusobacterium_nucleatum_Anaerotruncus_unclassified	Fusobacterium_nucleatum_Anaerotruncus_unclassified_CRC	CRC	-0.274566128893854	0.0016295190722464	0.00414243791112344	Fusobacterium_nucleatum	Anaerotruncus_unclassified	1	-1
Fusobacterium_nucleatum_Bacteroides_fragilis	Fusobacterium_nucleatum_Bacteroides_fragilis_CRC	CRC	0.301857785087026	8.54233039214209e-05	0.000416196652580768	Fusobacterium_nucleatum	Bacteroides_fragilis	1	1
Fusobacterium_nucleatum_Clostridium_asparagiforme	Fusobacterium_nucleatum_Clostridium_asparagiforme_CRC	CRC	-0.243212723399842	0.0036732033715669	0.00771858716831693	Fusobacterium_nucleatum	Clostridium_asparagiforme	1	-1
Fusobacterium_nucleatum_Clostridium_hathewayi	Fusobacterium_nucleatum_Clostridium_hathewayi_CRC	CRC	0.28631069222527	0.00220614322929278	0.00522229889507577	Fusobacterium_nucleatum	Clostridium_hathewayi	1	1
Fusobacterium_nucleatum_Clostridium_symbiosum	Fusobacterium_nucleatum_Clostridium_symbiosum_CRC	CRC	0.460055194449272	0.00084829692062015	0.00252915669466725	Fusobacterium_nucleatum	Clostridium_symbiosum	2	1
Fusobacterium_nucleatum_Coprococcus_comes	Fusobacterium_nucleatum_Coprococcus_comes_CRC	CRC	-0.392162741974613	0.00544315360387866	0.0103855301926676	Fusobacterium_nucleatum	Coprococcus_comes	1	-1
Fusobacterium_nucleatum_Eubacterium_hallii	Fusobacterium_nucleatum_Eubacterium_hallii_CRC	CRC	-0.320749057367214	0.00181223909025032	0.00447381657386981	Fusobacterium_nucleatum	Eubacterium_hallii	1	-1
Gemella_morbillorum_Bacteroides_fragilis	Gemella_morbillorum_Bacteroides_fragilis_CRC	CRC	0.361422500496937	0.00266088900432102	0.0060256904844568	Gemella_morbillorum	Bacteroides_fragilis	1	1
Gemella_morbillorum_Fusobacterium_nucleatum	Gemella_morbillorum_Fusobacterium_nucleatum_CRC	CRC	0.442096997109141	4.51863386328392e-18	5.68124070102468e-16	Gemella_morbillorum	Fusobacterium_nucleatum	2	1
Granulicatella_adiacens_Alistipes_onderdonkii	Granulicatella_adiacens_Alistipes_onderdonkii_CRC	CRC	-0.358805013282629	0.000783110803395392	0.00237121853480222	Granulicatella_adiacens	Alistipes_onderdonkii	1	-1
Granulicatella_adiacens_Alistipes_sp_AP11	Granulicatella_adiacens_Alistipes_sp_AP11_CRC	CRC	-0.306402523229495	2.53462202645195e-05	0.000155451665951601	Granulicatella_adiacens	Alistipes_sp_AP11	1	-1
Granulicatella_adiacens_Anaerotruncus_unclassified	Granulicatella_adiacens_Anaerotruncus_unclassified_CRC	CRC	-0.286240203869836	0.00031040463266802	0.00114785046455361	Granulicatella_adiacens	Anaerotruncus_unclassified	1	-1
Granulicatella_adiacens_Bilophila_wadsworthia	Granulicatella_adiacens_Bilophila_wadsworthia_CRC	CRC	-0.391057363086818	0.000601290308039533	0.0019405278123094	Granulicatella_adiacens	Bilophila_wadsworthia	1	-1
Granulicatella_adiacens_Desulfovibrio_desulfuricans	Granulicatella_adiacens_Desulfovibrio_desulfuricans_CRC	CRC	-0.216012253204423	0.00565047697916594	0.0107133611590532	Granulicatella_adiacens	Desulfovibrio_desulfuricans	1	-1
Granulicatella_adiacens_Fusobacterium_nucleatum	Granulicatella_adiacens_Fusobacterium_nucleatum_CRC	CRC	0.268482569620809	0.00208996912242319	0.00500847392107008	Granulicatella_adiacens	Fusobacterium_nucleatum	1	1
Granulicatella_adiacens_Gemella_morbillorum	Granulicatella_adiacens_Gemella_morbillorum_CRC	CRC	0.36916163504978	3.32861239302099e-06	2.94116775869425e-05	Granulicatella_adiacens	Gemella_morbillorum	1	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Alistipes_sp_AP11	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Alistipes_sp_AP11_CRC	CRC	0.253020987946725	0.00575372006807996	0.0108783523216988	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Alistipes_sp_AP11	1	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Anaerotruncus_colihominis	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Anaerotruncus_colihominis_CRC	CRC	0.389290675042078	2.1068213144217e-10	6.29438942204702e-09	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Anaerotruncus_colihominis	1	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridiales_bacterium_1_7_47FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridiales_bacterium_1_7_47FAA_CRC	CRC	0.360515434510341	4.09685163044447e-07	4.81959056330066e-06	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Clostridiales_bacterium_1_7_47FAA	1	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_asparagiforme	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_asparagiforme_CRC	CRC	0.355552903834555	2.80087926203329e-10	8.20548851765577e-09	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Clostridium_asparagiforme	1	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_bolteae	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_bolteae_CRC	CRC	0.437034169523442	3.84745501203144e-11	1.38668796603063e-09	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Clostridium_bolteae	2	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_citroniae	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_citroniae_CRC	CRC	0.297560274102643	3.84335071671821e-05	0.000217689218328136	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Clostridium_citroniae	1	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_hathewayi	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_hathewayi_CRC	CRC	0.393819356929458	3.26302411192854e-13	1.96923505154887e-11	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Clostridium_hathewayi	1	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_innocuum	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_innocuum_CRC	CRC	0.325366511621065	0.00784755279379444	0.0138999504357663	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Clostridium_innocuum	1	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_symbiosum	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Clostridium_symbiosum_CRC	CRC	0.384417677638364	0.000143867208144512	0.00062679256134421	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Clostridium_symbiosum	1	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Erysipelotrichaceae_bacterium_2_2_44A	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Erysipelotrichaceae_bacterium_2_2_44A_CRC	CRC	0.429307387964435	0.000137216242236627	0.000603023981072558	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Erysipelotrichaceae_bacterium_2_2_44A	2	1
Lachnospiraceae_bacterium_3_1_57FAA_CT1_Eubacterium_hallii	Lachnospiraceae_bacterium_3_1_57FAA_CT1_Eubacterium_hallii_CRC	CRC	-0.33273499938839	0.000907417189260215	0.00265580152142842	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Eubacterium_hallii	1	-1
Lachnospiraceae_bacterium_5_1_63FAA_Anaerostipes_hadrus	Lachnospiraceae_bacterium_5_1_63FAA_Anaerostipes_hadrus_CRC	CRC	0.678866673722074	1.2758378727133e-29	5.49977254416053e-27	Lachnospiraceae_bacterium_5_1_63FAA	Anaerostipes_hadrus	3	1
Lachnospiraceae_bacterium_5_1_63FAA_Eubacterium_hallii	Lachnospiraceae_bacterium_5_1_63FAA_Eubacterium_hallii_CRC	CRC	0.405055903026271	2.65782183187599e-12	1.33666289628097e-10	Lachnospiraceae_bacterium_5_1_63FAA	Eubacterium_hallii	2	1
Lachnospiraceae_bacterium_5_1_63FAA_Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA_Lachnospiraceae_bacterium_3_1_57FAA_CT1_CRC	CRC	-0.28558670202969	0.00860352340037401	0.0149812809573338	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	1	-1
Lachnospiraceae_bacterium_7_1_58FAA_Anaerotruncus_colihominis	Lachnospiraceae_bacterium_7_1_58FAA_Anaerotruncus_colihominis_CRC	CRC	0.32255722349837	3.07896864360261e-09	6.49705446298663e-08	Lachnospiraceae_bacterium_7_1_58FAA	Anaerotruncus_colihominis	1	1
Lachnospiraceae_bacterium_7_1_58FAA_Bilophila_wadsworthia	Lachnospiraceae_bacterium_7_1_58FAA_Bilophila_wadsworthia_CRC	CRC	0.393840331349455	0.00178064341938903	0.00442047841876298	Lachnospiraceae_bacterium_7_1_58FAA	Bilophila_wadsworthia	1	1
Lachnospiraceae_bacterium_7_1_58FAA_Clostridium_asparagiforme	Lachnospiraceae_bacterium_7_1_58FAA_Clostridium_asparagiforme_CRC	CRC	0.384134840008808	5.56259226023022e-08	8.14811754623529e-07	Lachnospiraceae_bacterium_7_1_58FAA	Clostridium_asparagiforme	1	1
Lachnospiraceae_bacterium_7_1_58FAA_Clostridium_bolteae	Lachnospiraceae_bacterium_7_1_58FAA_Clostridium_bolteae_CRC	CRC	0.374948938764015	6.43788450037995e-06	5.08573408325062e-05	Lachnospiraceae_bacterium_7_1_58FAA	Clostridium_bolteae	1	1
Lachnospiraceae_bacterium_7_1_58FAA_Clostridium_citroniae	Lachnospiraceae_bacterium_7_1_58FAA_Clostridium_citroniae_CRC	CRC	0.348516529834041	1.05938256611527e-06	1.08916078134679e-05	Lachnospiraceae_bacterium_7_1_58FAA	Clostridium_citroniae	1	1
Lachnospiraceae_bacterium_7_1_58FAA_Clostridium_hathewayi	Lachnospiraceae_bacterium_7_1_58FAA_Clostridium_hathewayi_CRC	CRC	0.271061390324711	0.000661879713765991	0.00208914438942351	Lachnospiraceae_bacterium_7_1_58FAA	Clostridium_hathewayi	1	1
Lachnospiraceae_bacterium_7_1_58FAA_Erysipelotrichaceae_bacterium_2_2_44A	Lachnospiraceae_bacterium_7_1_58FAA_Erysipelotrichaceae_bacterium_2_2_44A_CRC	CRC	0.264573945278537	0.0048546220800383	0.00952768918797761	Lachnospiraceae_bacterium_7_1_58FAA	Erysipelotrichaceae_bacterium_2_2_44A	1	1
Lachnospiraceae_bacterium_7_1_58FAA_Gemella_morbillorum	Lachnospiraceae_bacterium_7_1_58FAA_Gemella_morbillorum_CRC	CRC	-0.313773988266267	0.00367912725601974	0.00772439867818316	Lachnospiraceae_bacterium_7_1_58FAA	Gemella_morbillorum	1	-1
Lachnospiraceae_bacterium_7_1_58FAA_Granulicatella_adiacens	Lachnospiraceae_bacterium_7_1_58FAA_Granulicatella_adiacens_CRC	CRC	-0.360628548899672	4.67308155362909e-05	0.000258266326237617	Lachnospiraceae_bacterium_7_1_58FAA	Granulicatella_adiacens	1	-1
Megasphaera_unclassified_Lachnospiraceae_bacterium_3_1_57FAA_CT1	Megasphaera_unclassified_Lachnospiraceae_bacterium_3_1_57FAA_CT1_CRC	CRC	-0.419449326018059	0.000227581915812562	0.000906353783142712	Megasphaera_unclassified	Lachnospiraceae_bacterium_3_1_57FAA_CT1	2	-1
Parvimonas_micra_Alloprevotella_tannerae	Parvimonas_micra_Alloprevotella_tannerae_CRC	CRC	0.370283445105302	0.000760769491753764	0.00231530200843871	Parvimonas_micra	Alloprevotella_tannerae	1	1
Parvimonas_micra_Clostridium_symbiosum	Parvimonas_micra_Clostridium_symbiosum_CRC	CRC	0.319900970643748	0.000355946304146367	0.00128246922120795	Parvimonas_micra	Clostridium_symbiosum	1	1
Parvimonas_micra_Fusobacterium_nucleatum	Parvimonas_micra_Fusobacterium_nucleatum_CRC	CRC	0.443032506964722	3.74958884184703e-18	4.91929753490148e-16	Parvimonas_micra	Fusobacterium_nucleatum	2	1
Parvimonas_micra_Gemella_morbillorum	Parvimonas_micra_Gemella_morbillorum_CRC	CRC	0.526827197524488	1.1483352970341e-26	3.4651017588004e-24	Parvimonas_micra	Gemella_morbillorum	2	1
Parvimonas_micra_Granulicatella_adiacens	Parvimonas_micra_Granulicatella_adiacens_CRC	CRC	0.246514898735678	0.00720089708423218	0.0130034152912451	Parvimonas_micra	Granulicatella_adiacens	1	1
Parvimonas_unclassified_Clostridium_asparagiforme	Parvimonas_unclassified_Clostridium_asparagiforme_CRC	CRC	-0.293595945024149	0.000399164846438818	0.00140218850306069	Parvimonas_unclassified	Clostridium_asparagiforme	1	-1
Parvimonas_unclassified_Clostridium_symbiosum	Parvimonas_unclassified_Clostridium_symbiosum_CRC	CRC	0.289693166574385	0.00341560246687674	0.00729927793470294	Parvimonas_unclassified	Clostridium_symbiosum	1	1
Parvimonas_unclassified_Fusobacterium_nucleatum	Parvimonas_unclassified_Fusobacterium_nucleatum_CRC	CRC	0.474587466498286	4.70126227479628e-21	9.15229607367598e-19	Parvimonas_unclassified	Fusobacterium_nucleatum	2	1
Parvimonas_unclassified_Gemella_morbillorum	Parvimonas_unclassified_Gemella_morbillorum_CRC	CRC	0.579203906461923	2.34846681875989e-28	8.85812328200997e-26	Parvimonas_unclassified	Gemella_morbillorum	2	1
Parvimonas_unclassified_Lachnospiraceae_bacterium_3_1_57FAA_CT1	Parvimonas_unclassified_Lachnospiraceae_bacterium_3_1_57FAA_CT1_CRC	CRC	0.401537103283095	0.00431443187327591	0.00873158831496315	Parvimonas_unclassified	Lachnospiraceae_bacterium_3_1_57FAA_CT1	2	1
