target_real	target	disease	random.r	random.pvalue	fdr	features	variable	edgestrength	edgetrend
Escherichia_coli_Citrobacter_unclassified	Escherichia_coli_Citrobacter_unclassified_CD	CD	0.226445033307158	0.00290202051290936	0.00800395980173387	Escherichia_coli	Citrobacter_unclassified	1	1
Eubacterium_hallii_Alistipes_finegoldii	Eubacterium_hallii_Alistipes_finegoldii_CD	CD	0.279499486850246	0.000206724111194294	0.00125584897550533	Eubacterium_hallii	Alistipes_finegoldii	1	1
Eubacterium_hallii_Alistipes_shahii	Eubacterium_hallii_Alistipes_shahii_CD	CD	0.234713696983574	0.00199627542464764	0.00624021911685725	Eubacterium_hallii	Alistipes_shahii	1	1
Eubacterium_hallii_Anaerostipes_hadrus	Eubacterium_hallii_Anaerostipes_hadrus_CD	CD	0.331057636684602	2.78790099370721e-07	7.11145794914154e-06	Eubacterium_hallii	Anaerostipes_hadrus	1	1
Eubacterium_hallii_Citrobacter_freundii	Eubacterium_hallii_Citrobacter_freundii_CD	CD	-0.279065890655322	0.000211743660547253	0.00127128801137408	Eubacterium_hallii	Citrobacter_freundii	1	-1
Eubacterium_hallii_Citrobacter_unclassified	Eubacterium_hallii_Citrobacter_unclassified_CD	CD	-0.291825106503861	0.000102712752272157	0.000765475131743333	Eubacterium_hallii	Citrobacter_unclassified	1	-1
Eubacterium_hallii_Coprococcus_catus	Eubacterium_hallii_Coprococcus_catus_CD	CD	0.327402349263502	1.11960810055523e-05	0.000145203106748974	Eubacterium_hallii	Coprococcus_catus	1	1
Eubacterium_siraeum_Alistipes_putredinis	Eubacterium_siraeum_Alistipes_putredinis_CD	CD	0.314964447600137	0.000173216952765553	0.00111695903759575	Eubacterium_siraeum	Alistipes_putredinis	1	1
Eubacterium_ventriosum_Coprococcus_catus	Eubacterium_ventriosum_Coprococcus_catus_CD	CD	0.202262131532435	0.00219388209352943	0.00666391685909564	Eubacterium_ventriosum	Coprococcus_catus	1	1
Eubacterium_ventriosum_Eubacterium_hallii	Eubacterium_ventriosum_Eubacterium_hallii_CD	CD	0.277680616781545	0.000708748786396676	0.00299935210521856	Eubacterium_ventriosum	Eubacterium_hallii	1	1
Klebsiella_pneumoniae_Anaerostipes_hadrus	Klebsiella_pneumoniae_Anaerostipes_hadrus_CD	CD	-0.36273294398488	9.05847436013926e-07	1.9452547032913e-05	Klebsiella_pneumoniae	Anaerostipes_hadrus	1	-1
Klebsiella_pneumoniae_Citrobacter_freundii	Klebsiella_pneumoniae_Citrobacter_freundii_CD	CD	0.393631290403974	0.000116139130766781	0.000833208903260968	Klebsiella_pneumoniae	Citrobacter_freundii	1	1
Klebsiella_pneumoniae_Citrobacter_unclassified	Klebsiella_pneumoniae_Citrobacter_unclassified_CD	CD	0.401519558533674	3.83807092114164e-08	1.34245253355386e-06	Klebsiella_pneumoniae	Citrobacter_unclassified	2	1
Klebsiella_pneumoniae_Escherichia_coli	Klebsiella_pneumoniae_Escherichia_coli_CD	CD	0.291240075090106	0.000106261811968889	0.000782473342679998	Klebsiella_pneumoniae	Escherichia_coli	1	1
Klebsiella_pneumoniae_Eubacterium_hallii	Klebsiella_pneumoniae_Eubacterium_hallii_CD	CD	-0.335678118693025	7.85636914903475e-05	0.000631931295489433	Klebsiella_pneumoniae	Eubacterium_hallii	1	-1
Klebsiella_unclassified_Alistipes_onderdonkii	Klebsiella_unclassified_Alistipes_onderdonkii_CD	CD	-0.203673375589669	0.00759940238093763	0.0160138935612912	Klebsiella_unclassified	Alistipes_onderdonkii	1	-1
Klebsiella_unclassified_Alistipes_putredinis	Klebsiella_unclassified_Alistipes_putredinis_CD	CD	-0.192929694086058	0.0115749414344853	0.0214022845827067	Klebsiella_unclassified	Alistipes_putredinis	1	-1
Klebsiella_unclassified_Citrobacter_freundii	Klebsiella_unclassified_Citrobacter_freundii_CD	CD	0.250326634900695	0.000949209111820115	0.00369831094453458	Klebsiella_unclassified	Citrobacter_freundii	1	1
Klebsiella_unclassified_Citrobacter_unclassified	Klebsiella_unclassified_Citrobacter_unclassified_CD	CD	0.282032834422367	0.00017953766876255	0.00114554262332156	Klebsiella_unclassified	Citrobacter_unclassified	1	1
Klebsiella_unclassified_Clostridium_symbiosum	Klebsiella_unclassified_Clostridium_symbiosum_CD	CD	-0.215982121392571	0.00457166559078851	0.0110683691833616	Klebsiella_unclassified	Clostridium_symbiosum	1	-1
Klebsiella_unclassified_Escherichia_coli	Klebsiella_unclassified_Escherichia_coli_CD	CD	0.238011146007416	0.0017131601228155	0.00557428030530171	Klebsiella_unclassified	Escherichia_coli	1	1
Klebsiella_unclassified_Eubacterium_hallii	Klebsiella_unclassified_Eubacterium_hallii_CD	CD	-0.304569895408614	4.80592351293802e-05	0.000453119220030599	Klebsiella_unclassified	Eubacterium_hallii	1	-1
Klebsiella_unclassified_Klebsiella_pneumoniae	Klebsiella_unclassified_Klebsiella_pneumoniae_CD	CD	0.306434728835185	2.26815758568912e-06	3.96669832315404e-05	Klebsiella_unclassified	Klebsiella_pneumoniae	1	1
Lachnospiraceae_bacterium_5_1_63FAA_Anaerostipes_hadrus	Lachnospiraceae_bacterium_5_1_63FAA_Anaerostipes_hadrus_CD	CD	0.695373875838859	4.97598454868522e-16	1.35141886242822e-13	Lachnospiraceae_bacterium_5_1_63FAA	Anaerostipes_hadrus	3	1
Lachnospiraceae_bacterium_5_1_63FAA_Citrobacter_freundii	Lachnospiraceae_bacterium_5_1_63FAA_Citrobacter_freundii_CD	CD	-0.259123748596117	7.50077056662919e-05	0.000615116477906341	Lachnospiraceae_bacterium_5_1_63FAA	Citrobacter_freundii	1	-1
Lachnospiraceae_bacterium_5_1_63FAA_Citrobacter_unclassified	Lachnospiraceae_bacterium_5_1_63FAA_Citrobacter_unclassified_CD	CD	-0.307485183775162	4.01809431280731e-05	0.000403294379178943	Lachnospiraceae_bacterium_5_1_63FAA	Citrobacter_unclassified	1	-1
Lachnospiraceae_bacterium_5_1_63FAA_Coprococcus_catus	Lachnospiraceae_bacterium_5_1_63FAA_Coprococcus_catus_CD	CD	0.266801723079872	0.000410360502357983	0.00204825344798574	Lachnospiraceae_bacterium_5_1_63FAA	Coprococcus_catus	1	1
Lachnospiraceae_bacterium_5_1_63FAA_Eubacterium_hallii	Lachnospiraceae_bacterium_5_1_63FAA_Eubacterium_hallii_CD	CD	0.424474802696633	3.37143753611832e-08	1.19737900801987e-06	Lachnospiraceae_bacterium_5_1_63FAA	Eubacterium_hallii	2	1
Lachnospiraceae_bacterium_5_1_63FAA_Klebsiella_pneumoniae	Lachnospiraceae_bacterium_5_1_63FAA_Klebsiella_pneumoniae_CD	CD	-0.364640397768148	3.05112318908479e-05	0.000332241409528407	Lachnospiraceae_bacterium_5_1_63FAA	Klebsiella_pneumoniae	1	-1
Lachnospiraceae_bacterium_5_1_63FAA_Klebsiella_unclassified	Lachnospiraceae_bacterium_5_1_63FAA_Klebsiella_unclassified_CD	CD	-0.310458723752007	3.34049126802358e-05	0.000353739637258369	Lachnospiraceae_bacterium_5_1_63FAA	Klebsiella_unclassified	1	-1
Lactobacillus_fermentum_Alistipes_finegoldii	Lactobacillus_fermentum_Alistipes_finegoldii_CD	CD	-0.226862780384521	0.00284859335211023	0.00792764045008617	Lactobacillus_fermentum	Alistipes_finegoldii	1	-1
Lactobacillus_fermentum_Alistipes_onderdonkii	Lactobacillus_fermentum_Alistipes_onderdonkii_CD	CD	-0.220723205149819	0.00373047484258433	0.00956866797122879	Lactobacillus_fermentum	Alistipes_onderdonkii	1	-1
Megamonas_hypermegale_Bacteroides_plebeius	Megamonas_hypermegale_Bacteroides_plebeius_CD	CD	0.239670759355259	0.0292883377921161	0.0422972335271192	Megamonas_hypermegale	Bacteroides_plebeius	1	1
Megamonas_hypermegale_Clostridium_bolteae	Megamonas_hypermegale_Clostridium_bolteae_CD	CD	-0.177660610995044	0.0203136136140555	0.032086197077008	Megamonas_hypermegale	Clostridium_bolteae	1	-1
Megamonas_unclassified_Bacteroides_plebeius	Megamonas_unclassified_Bacteroides_plebeius_CD	CD	0.179472807750771	0.03305515879654	0.0465433571709745	Megamonas_unclassified	Bacteroides_plebeius	1	1
Megamonas_unclassified_Megamonas_hypermegale	Megamonas_unclassified_Megamonas_hypermegale_CD	CD	0.538479878344401	1.77082929543293e-13	2.81928236448753e-11	Megamonas_unclassified	Megamonas_hypermegale	2	1
Odoribacter_laneus_Anaerostipes_hadrus	Odoribacter_laneus_Anaerostipes_hadrus_CD	CD	-0.178503776081987	0.0321477866758713	0.0455704122968017	Odoribacter_laneus	Anaerostipes_hadrus	1	-1
Odoribacter_laneus_Bacteroides_stercoris	Odoribacter_laneus_Bacteroides_stercoris_CD	CD	-0.178667219285863	0.0319870094352559	0.0453714355030956	Odoribacter_laneus	Bacteroides_stercoris	1	-1
Odoribacter_laneus_Eubacterium_hallii	Odoribacter_laneus_Eubacterium_hallii_CD	CD	-0.243749933725216	0.00313860370087716	0.00847918858218247	Odoribacter_laneus	Eubacterium_hallii	1	-1
Parabacteroides_goldsteinii_Eubacterium_hallii	Parabacteroides_goldsteinii_Eubacterium_hallii_CD	CD	-0.25132992313752	0.00229062545431945	0.00685406203667719	Parabacteroides_goldsteinii	Eubacterium_hallii	1	-1
Parabacteroides_goldsteinii_Odoribacter_laneus	Parabacteroides_goldsteinii_Odoribacter_laneus_CD	CD	0.290928971710376	0.0163708153534094	0.0273794300416976	Parabacteroides_goldsteinii	Odoribacter_laneus	1	1
Roseburia_hominis_Alistipes_onderdonkii	Roseburia_hominis_Alistipes_onderdonkii_CD	CD	0.304692212627993	0.0014401818676631	0.00497331315108491	Roseburia_hominis	Alistipes_onderdonkii	1	1
Roseburia_hominis_Anaerostipes_hadrus	Roseburia_hominis_Anaerostipes_hadrus_CD	CD	0.284591569109083	0.000155482112964776	0.00104340249354414	Roseburia_hominis	Anaerostipes_hadrus	1	1
Roseburia_hominis_Coprococcus_catus	Roseburia_hominis_Coprococcus_catus_CD	CD	0.365177715535922	0.0287850812696847	0.0417401759491628	Roseburia_hominis	Coprococcus_catus	1	1
Roseburia_hominis_Eubacterium_hallii	Roseburia_hominis_Eubacterium_hallii_CD	CD	0.344282221517649	4.81525240902747e-06	7.28918700737044e-05	Roseburia_hominis	Eubacterium_hallii	1	1
Roseburia_hominis_Klebsiella_pneumoniae	Roseburia_hominis_Klebsiella_pneumoniae_CD	CD	-0.225098371477749	0.000626210429033749	0.00274830185441903	Roseburia_hominis	Klebsiella_pneumoniae	1	-1
Roseburia_hominis_Lachnospiraceae_bacterium_5_1_63FAA	Roseburia_hominis_Lachnospiraceae_bacterium_5_1_63FAA_CD	CD	0.286776615493588	0.000137349902207332	0.000945270163515497	Roseburia_hominis	Lachnospiraceae_bacterium_5_1_63FAA	1	1
Roseburia_inulinivorans_Anaerostipes_hadrus	Roseburia_inulinivorans_Anaerostipes_hadrus_CD	CD	0.295215570496503	8.42288137880096e-05	0.000668186311441993	Roseburia_inulinivorans	Anaerostipes_hadrus	1	1
Roseburia_inulinivorans_Klebsiella_pneumoniae	Roseburia_inulinivorans_Klebsiella_pneumoniae_CD	CD	-0.270075371098731	0.000345017431428561	0.00182050912103505	Roseburia_inulinivorans	Klebsiella_pneumoniae	1	-1
Roseburia_inulinivorans_Klebsiella_unclassified	Roseburia_inulinivorans_Klebsiella_unclassified_CD	CD	-0.209035005958274	0.00611150908011457	0.0137046292804817	Roseburia_inulinivorans	Klebsiella_unclassified	1	-1
Roseburia_inulinivorans_Lachnospiraceae_bacterium_5_1_63FAA	Roseburia_inulinivorans_Lachnospiraceae_bacterium_5_1_63FAA_CD	CD	0.271621366786075	3.17430743114702e-05	0.000344032333558821	Roseburia_inulinivorans	Lachnospiraceae_bacterium_5_1_63FAA	1	1
Roseburia_inulinivorans_Roseburia_hominis	Roseburia_inulinivorans_Roseburia_hominis_CD	CD	0.33621685927033	0.00166550780001092	0.00546916750544128	Roseburia_inulinivorans	Roseburia_hominis	1	1
Ruminococcus_lactaris_Eubacterium_siraeum	Ruminococcus_lactaris_Eubacterium_siraeum_CD	CD	0.288153277425759	0.000429355892972489	0.00210810037899242	Ruminococcus_lactaris	Eubacterium_siraeum	1	1
Ruminococcus_sp_5_1_39BFAA_Eubacterium_hallii	Ruminococcus_sp_5_1_39BFAA_Eubacterium_hallii_CD	CD	0.394514426212106	7.77754000133466e-05	0.000631087911883341	Ruminococcus_sp_5_1_39BFAA	Eubacterium_hallii	1	1
Ruminococcus_sp_5_1_39BFAA_Klebsiella_pneumoniae	Ruminococcus_sp_5_1_39BFAA_Klebsiella_pneumoniae_CD	CD	-0.265183799116419	0.000446710826204074	0.00215903152069322	Ruminococcus_sp_5_1_39BFAA	Klebsiella_pneumoniae	1	-1
Ruminococcus_sp_5_1_39BFAA_Parabacteroides_goldsteinii	Ruminococcus_sp_5_1_39BFAA_Parabacteroides_goldsteinii_CD	CD	-0.263154877027398	0.000496489933751268	0.00233193695231903	Ruminococcus_sp_5_1_39BFAA	Parabacteroides_goldsteinii	1	-1
Ruminococcus_sp_5_1_39BFAA_Roseburia_hominis	Ruminococcus_sp_5_1_39BFAA_Roseburia_hominis_CD	CD	0.296479487014808	0.00344338772106545	0.0090023335833291	Ruminococcus_sp_5_1_39BFAA	Roseburia_hominis	1	1
Ruminococcus_torques_Anaerostipes_hadrus	Ruminococcus_torques_Anaerostipes_hadrus_CD	CD	0.245556959923594	0.00119744317085015	0.0043669787676265	Ruminococcus_torques	Anaerostipes_hadrus	1	1
Ruminococcus_torques_Bacteroides_vulgatus	Ruminococcus_torques_Bacteroides_vulgatus_CD	CD	0.357941389735902	0.000109389787448732	0.000799133937738601	Ruminococcus_torques	Bacteroides_vulgatus	1	1
Ruminococcus_torques_Citrobacter_freundii	Ruminococcus_torques_Citrobacter_freundii_CD	CD	-0.321594032129614	9.67821593065343e-05	0.00073491418222407	Ruminococcus_torques	Citrobacter_freundii	1	-1
Ruminococcus_torques_Citrobacter_unclassified	Ruminococcus_torques_Citrobacter_unclassified_CD	CD	-0.313028036232397	0.012921306895096	0.0230249609936929	Ruminococcus_torques	Citrobacter_unclassified	1	-1
Ruminococcus_torques_Clostridium_bolteae	Ruminococcus_torques_Clostridium_bolteae_CD	CD	0.421343100199208	1.9484212038688e-11	2.0445137950596e-09	Ruminococcus_torques	Clostridium_bolteae	2	1
Ruminococcus_torques_Clostridium_symbiosum	Ruminococcus_torques_Clostridium_symbiosum_CD	CD	0.269547590636865	0.00116758874450619	0.00429996672581764	Ruminococcus_torques	Clostridium_symbiosum	1	1
Ruminococcus_torques_Eubacterium_hallii	Ruminococcus_torques_Eubacterium_hallii_CD	CD	0.327565759215707	0.0146354327057745	0.0252133555233437	Ruminococcus_torques	Eubacterium_hallii	1	1
Ruminococcus_torques_Klebsiella_pneumoniae	Ruminococcus_torques_Klebsiella_pneumoniae_CD	CD	-0.346992960813145	3.51502568863751e-06	5.57693251011662e-05	Ruminococcus_torques	Klebsiella_pneumoniae	1	-1
Ruminococcus_torques_Klebsiella_unclassified	Ruminococcus_torques_Klebsiella_unclassified_CD	CD	-0.319481175011309	1.88277910981962e-05	0.000219514928031243	Ruminococcus_torques	Klebsiella_unclassified	1	-1
Ruminococcus_torques_Lachnospiraceae_bacterium_5_1_63FAA	Ruminococcus_torques_Lachnospiraceae_bacterium_5_1_63FAA_CD	CD	0.34967876030764	0.0019252396641541	0.00607160623592859	Ruminococcus_torques	Lachnospiraceae_bacterium_5_1_63FAA	1	1
Ruminococcus_torques_Lactobacillus_fermentum	Ruminococcus_torques_Lactobacillus_fermentum_CD	CD	-0.298025619384543	7.13151429578882e-05	0.000593264891957784	Ruminococcus_torques	Lactobacillus_fermentum	1	-1
Ruminococcus_torques_Ruminococcus_sp_5_1_39BFAA	Ruminococcus_torques_Ruminococcus_sp_5_1_39BFAA_CD	CD	0.229490018722103	0.00253244769708225	0.00733980603730618	Ruminococcus_torques	Ruminococcus_sp_5_1_39BFAA	1	1
Subdoligranulum_unclassified_Alistipes_onderdonkii	Subdoligranulum_unclassified_Alistipes_onderdonkii_CD	CD	0.292283763006082	0.000100008002981901	0.000750791788239736	Subdoligranulum_unclassified	Alistipes_onderdonkii	1	1
Subdoligranulum_unclassified_Anaerostipes_hadrus	Subdoligranulum_unclassified_Anaerostipes_hadrus_CD	CD	0.324382190420516	1.36750184501995e-05	0.000171569457023291	Subdoligranulum_unclassified	Anaerostipes_hadrus	1	1
Subdoligranulum_unclassified_Bacteroides_vulgatus	Subdoligranulum_unclassified_Bacteroides_vulgatus_CD	CD	0.348480793485281	0.00803591924718096	0.0167578316008286	Subdoligranulum_unclassified	Bacteroides_vulgatus	1	1
Subdoligranulum_unclassified_Citrobacter_freundii	Subdoligranulum_unclassified_Citrobacter_freundii_CD	CD	-0.297929806217161	7.17231266641371e-05	0.000595228501650253	Subdoligranulum_unclassified	Citrobacter_freundii	1	-1
Subdoligranulum_unclassified_Citrobacter_unclassified	Subdoligranulum_unclassified_Citrobacter_unclassified_CD	CD	-0.308700849254766	3.72681909430542e-05	0.000385800981130227	Subdoligranulum_unclassified	Citrobacter_unclassified	1	-1
Subdoligranulum_unclassified_Clostridium_bolteae	Subdoligranulum_unclassified_Clostridium_bolteae_CD	CD	0.378271188586249	2.69209857904876e-07	6.94380957512187e-06	Subdoligranulum_unclassified	Clostridium_bolteae	1	1
Subdoligranulum_unclassified_Clostridium_symbiosum	Subdoligranulum_unclassified_Clostridium_symbiosum_CD	CD	0.264306558830599	5.27935570766126e-05	0.000484588176983539	Subdoligranulum_unclassified	Clostridium_symbiosum	1	1
Subdoligranulum_unclassified_Eubacterium_hallii	Subdoligranulum_unclassified_Eubacterium_hallii_CD	CD	0.383594944902894	1.74820187732373e-07	4.83455060796407e-06	Subdoligranulum_unclassified	Eubacterium_hallii	1	1
Subdoligranulum_unclassified_Klebsiella_pneumoniae	Subdoligranulum_unclassified_Klebsiella_pneumoniae_CD	CD	-0.370050758824965	5.15928084682411e-07	1.21532651376464e-05	Subdoligranulum_unclassified	Klebsiella_pneumoniae	1	-1
Subdoligranulum_unclassified_Klebsiella_unclassified	Subdoligranulum_unclassified_Klebsiella_unclassified_CD	CD	-0.242139014881549	0.000224986711238515	0.00132326579081302	Subdoligranulum_unclassified	Klebsiella_unclassified	1	-1
Subdoligranulum_unclassified_Lachnospiraceae_bacterium_5_1_63FAA	Subdoligranulum_unclassified_Lachnospiraceae_bacterium_5_1_63FAA_CD	CD	0.352851753475829	1.89210335788202e-06	3.46660365211956e-05	Subdoligranulum_unclassified	Lachnospiraceae_bacterium_5_1_63FAA	1	1
Subdoligranulum_unclassified_Lactobacillus_fermentum	Subdoligranulum_unclassified_Lactobacillus_fermentum_CD	CD	-0.271299996499667	0.000323151994434759	0.00173487530035498	Subdoligranulum_unclassified	Lactobacillus_fermentum	1	-1
Subdoligranulum_unclassified_Megamonas_hypermegale	Subdoligranulum_unclassified_Megamonas_hypermegale_CD	CD	-0.238962743636431	0.00163853286303948	0.00541842271153705	Subdoligranulum_unclassified	Megamonas_hypermegale	1	-1
Subdoligranulum_unclassified_Megamonas_unclassified	Subdoligranulum_unclassified_Megamonas_unclassified_CD	CD	-0.230094077182944	0.00246440073383301	0.00720591398866814	Subdoligranulum_unclassified	Megamonas_unclassified	1	-1
Subdoligranulum_unclassified_Roseburia_hominis	Subdoligranulum_unclassified_Roseburia_hominis_CD	CD	0.281275388967293	1.58391146095428e-05	0.000191437675791254	Subdoligranulum_unclassified	Roseburia_hominis	1	1
Subdoligranulum_unclassified_Ruminococcus_torques	Subdoligranulum_unclassified_Ruminococcus_torques_CD	CD	0.514783047280552	1.57186902408302e-11	1.770077874193e-09	Subdoligranulum_unclassified	Ruminococcus_torques	2	1
Veillonella_atypica_Clostridium_leptum	Veillonella_atypica_Clostridium_leptum_CD	CD	-0.320834131108376	7.84360037765346e-05	0.000631931295489433	Veillonella_atypica	Clostridium_leptum	1	-1
Veillonella_atypica_Escherichia_coli	Veillonella_atypica_Escherichia_coli_CD	CD	0.227413923417598	0.00277946386378625	0.00782010034070758	Veillonella_atypica	Escherichia_coli	1	1
Veillonella_atypica_Klebsiella_pneumoniae	Veillonella_atypica_Klebsiella_pneumoniae_CD	CD	0.206049181186673	0.0017983446014022	0.00579410818190786	Veillonella_atypica	Klebsiella_pneumoniae	1	1
Veillonella_parvula_Citrobacter_unclassified	Veillonella_parvula_Citrobacter_unclassified_CD	CD	0.215734235664331	0.00925220453180038	0.0183100850078536	Veillonella_parvula	Citrobacter_unclassified	1	1
Veillonella_parvula_Escherichia_coli	Veillonella_parvula_Escherichia_coli_CD	CD	0.303887220818827	5.01025437781666e-05	0.000465439526406026	Veillonella_parvula	Escherichia_coli	1	1
Veillonella_parvula_Klebsiella_pneumoniae	Veillonella_parvula_Klebsiella_pneumoniae_CD	CD	0.332336875453467	0.027808293911612	0.0406300294271875	Veillonella_parvula	Klebsiella_pneumoniae	1	1
Veillonella_parvula_Streptococcus_parasanguinis	Veillonella_parvula_Streptococcus_parasanguinis_CD	CD	0.320317455027128	9.61424205820274e-05	0.00073491418222407	Veillonella_parvula	Streptococcus_parasanguinis	1	1
Veillonella_parvula_Veillonella_atypica	Veillonella_parvula_Veillonella_atypica_CD	CD	0.556293891284824	1.76341885137854e-08	6.9587220827476e-07	Veillonella_parvula	Veillonella_atypica	2	1
