coef	P_value	SigLevel	Species	Type	Project
0.285209777831526	0.00110170110286512	**	Peptostreptococcus_stomatis	CRC	PRJEB10878
0.190597557043012	0.031161233978402	*	Porphyromonas_asaccharolytica	CRC	PRJEB10878
-0.193614868160232	0.0285403167418712	*	Prevotella_copri	CRC	PRJEB10878
-0.196461733291382	0.0262418437980583	*	Roseburia_intestinalis	CRC	PRJEB10878
-0.221996072759081	0.0117866446431383	*	Roseburia_inulinivorans	CRC	PRJEB10878
0.226317109729219	0.0102054793075335	*	Synergistes_sp_3_1_syn1	CRC	PRJEB10878
-0.199134001012541	0.042705754506605	*	Akkermansia_muciniphila	CRC	PRJEB12449
0.405036348635269	1.99975697936505e-05	**	Anaerococcus_vaginalis	CRC	PRJEB12449
-0.210915248015861	0.031621383284719	*	Bacteroides_thetaiotaomicron	CRC	PRJEB12449
-0.224037901930509	0.0222380405948657	*	Butyrivibrio_crossotus	CRC	PRJEB12449
0.195901520592879	0.0462591197142206	*	Coprobacillus_sp_29_1	CRC	PRJEB12449
-0.212734165903301	0.0301485880118477	*	Enterobacter_aerogenes	CRC	PRJEB12449
-0.205230268369315	0.0366221112870067	*	Enterobacter_cloacae	CRC	PRJEB12449
0.327417753834903	0.000692114479293959	**	Escherichia_coli	CRC	PRJEB12449
0.234609660542822	0.016520862864734	*	Fusobacterium_gonidiaformans	CRC	PRJEB12449
0.390670880610171	4.12974426742263e-05	**	Fusobacterium_nucleatum	CRC	PRJEB12449
0.318808253506489	0.000972250121705098	**	Gemella_morbillorum	CRC	PRJEB12449
-0.224314810750402	0.0220690498093854	*	Holdemania_filiformis	CRC	PRJEB12449
-0.229179961491365	0.0192746177080105	*	Megamonas_unclassified	CRC	PRJEB12449
0.335366347886758	0.000501233091533493	**	Parvimonas_micra	CRC	PRJEB12449
0.370414938852897	0.000108625948269658	**	Parvimonas_unclassified	CRC	PRJEB12449
0.296902271655534	0.00220930131407115	**	Peptostreptococcus_anaerobius	CRC	PRJEB12449
0.435338821950501	3.86605476165869e-06	**	Peptostreptococcus_stomatis	CRC	PRJEB12449
0.287270381077932	0.00310873885799978	**	Peptostreptococcus_unclassified	CRC	PRJEB12449
0.293629229196068	0.00248441860572868	**	Porphyromonas_asaccharolytica	CRC	PRJEB12449
0.347112928177451	0.000306186715534951	**	Porphyromonas_uenonis	CRC	PRJEB12449
0.204728506722175	0.0370937126806397	*	Prevotella_intermedia	CRC	PRJEB12449
0.356096741132312	0.00102553848926967	**	Actinomyces_turicensis	CRC	PRJEB27928
-0.272946560365344	0.0131016109213167	*	Alistipes_putredinis	CRC	PRJEB27928
0.283613662217401	0.00982138755890638	**	Anaerococcus_vaginalis	CRC	PRJEB27928
-0.240503846381584	0.0295197838915011	*	Bacteroides_fluxus	CRC	PRJEB27928
-0.234624900670702	0.0338616743484639	*	Bacteroides_ovatus	CRC	PRJEB27928
0.236302855144479	0.0325709988831639	*	Clostridium_ramosum	CRC	PRJEB27928
0.239687780734521	0.0300928513094449	*	Desulfovibrio_desulfuricans	CRC	PRJEB27928
0.47792550281763	5.60664962145907e-06	**	Fusobacterium_nucleatum	CRC	PRJEB27928
0.231788793988518	0.0361406670806446	*	Gemella_morbillorum	CRC	PRJEB27928
0.236203791263819	0.0326460329915996	*	Megasphaera_unclassified	CRC	PRJEB27928
-0.233485225784766	0.0347625543143795	*	Mitsuokella_unclassified	CRC	PRJEB27928
0.230769651752422	0.0369903354923919	*	Mogibacterium_sp_CM50	CRC	PRJEB27928
0.376847621108378	0.000483552734010129	**	Parvimonas_micra	CRC	PRJEB27928
0.503465797997988	1.4267662671319e-06	**	Parvimonas_unclassified	CRC	PRJEB27928
0.24456236960634	0.0268047082344491	*	Peptostreptococcus_anaerobius	CRC	PRJEB27928
0.303762778992264	0.00553138331765091	**	Peptostreptococcus_stomatis	CRC	PRJEB27928
0.339090481885	0.00183112971626564	**	Peptostreptococcus_unclassified	CRC	PRJEB27928
0.376915013016026	0.000482333857597439	**	Porphyromonas_asaccharolytica	CRC	PRJEB27928
0.417632410141498	9.47158207584842e-05	**	Porphyromonas_uenonis	CRC	PRJEB27928
-0.334289359454801	0.00214441067961713	**	Roseburia_intestinalis	CRC	PRJEB27928
-0.221084142218271	0.0459294900075946	*	Roseburia_inulinivorans	CRC	PRJEB27928
0.258188372982268	0.019182762017286	*	Slackia_unclassified	CRC	PRJEB27928
-0.261929399342788	0.0174483738448492	*	Streptococcus_salivarius	CRC	PRJEB27928
-0.1974061732358	0.0415396091324032	*	Bifidobacterium_animalis	CRC	PRJEB7774
0.212174042654331	0.0282345985333292	*	Coprobacillus_sp_29_1	CRC	PRJEB7774
0.309755507294668	0.00116733316590567	**	Fusobacterium_nucleatum	CRC	PRJEB7774
0.229658356236171	0.0173314167505967	*	Gemella_morbillorum	CRC	PRJEB7774
0.231813583241691	0.0162808758783028	*	Mitsuokella_multacida	CRC	PRJEB7774
0.197189685404039	0.0417681164548167	*	Parvimonas_micra	CRC	PRJEB7774
0.240360870390236	0.0126389779143223	*	Parvimonas_unclassified	CRC	PRJEB7774
0.20042507570041	0.0384603228817402	*	Porphyromonas_asaccharolytica	CRC	PRJEB7774
0.206960371803297	0.0324450360554434	*	Porphyromonas_uenonis	CRC	PRJEB7774
-0.274407971960553	0.00423268091226414	**	Ruminococcus_sp_JC304	CRC	PRJEB7774
0.400322140905299	0.00297612024759397	**	Alloprevotella_tannerae	CRC	PRJNA447983
-0.300099273039954	0.029017077269422	*	Bacteroidales_bacterium_ph8	CRC	PRJNA447983
0.415136346840868	0.00199507062349946	**	Bacteroides_eggerthii	CRC	PRJNA447983
0.411892567159617	0.00218102480251536	**	Escherichia_coli	CRC	PRJNA447983
0.324531805675511	0.017747081565846	*	Fusobacterium_gonidiaformans	CRC	PRJNA447983
0.327302592931037	0.0167439429896041	*	Fusobacterium_nucleatum	CRC	PRJNA447983
0.370173461526538	0.00636613489596249	**	Gemella_morbillorum	CRC	PRJNA447983
-0.290334844229164	0.034950640362339	*	Parabacteroides_goldsteinii	CRC	PRJNA447983
0.332214499028609	0.0150841271116771	*	Peptostreptococcus_stomatis	CRC	PRJNA447983
0.315936053943798	0.0211902108505115	*	Peptostreptococcus_unclassified	CRC	PRJNA447983
0.321878575124485	0.0187550940104202	*	Prevotella_oris	CRC	PRJNA447983
-0.430216806241512	0.00130301304506353	**	Pseudoflavonifractor_capillosus	CRC	PRJNA447983
-0.258809835990851	0.0181513565128211	*	Alistipes_shahii	CD	PRJNA389280
-0.254167468079665	0.0204126209631621	*	Anaerostipes_unclassified	CD	PRJNA389280
-0.290245579042449	0.00777424141578376	**	Bacteroidales_bacterium_ph8	CD	PRJNA389280
0.233748555780303	0.033435616399256	*	Bifidobacterium_catenulatum	CD	PRJNA389280
-0.255524837735631	0.019727777019078	*	Coprococcus_eutactus	CD	PRJNA389280
-0.251763925327338	0.0216752647287812	*	Desulfovibrio_piger	CD	PRJNA389280
0.243147686735481	0.0267641532995333	*	Escherichia_coli	CD	PRJNA389280
-0.252040618423948	0.0215265934211384	*	Odoribacter_laneus	CD	PRJNA389280
-0.291671447902661	0.00746413799760903	**	Parabacteroides_goldsteinii	CD	PRJNA389280
0.263470324362067	0.0161012199258326	*	Peptostreptococcus_anaerobius	CD	PRJNA389280
0.258918261875546	0.0181012256300535	*	Peptostreptococcus_unclassified	CD	PRJNA389280
0.183516227689749	0.0276839860353251	*	Actinomyces_viscosus	CD	PRJNA400072
-0.254175193099421	0.00211089037521828	**	Adlercreutzia_equolifaciens	CD	PRJNA400072
-0.226120729495348	0.00642645080548587	**	Alistipes_finegoldii	CD	PRJNA400072
-0.216149585940756	0.00926753918521461	**	Alistipes_onderdonkii	CD	PRJNA400072
-0.213525356560155	0.0101792715240365	*	Alistipes_putredinis	CD	PRJNA400072
-0.273321794617545	0.000917666815828166	**	Alistipes_senegalensis	CD	PRJNA400072
-0.273613488763768	0.000905664887547841	**	Alistipes_shahii	CD	PRJNA400072
0.275397359698562	0.000835344307288599	**	Anaerococcus_obesiensis	CD	PRJNA400072
0.275706938404752	0.000823663637657956	**	Anaerococcus_vaginalis	CD	PRJNA400072
-0.382086377811676	2.29397155360189e-06	**	Anaerostipes_hadrus	CD	PRJNA400072
-0.394076919544998	1.02411495395138e-06	**	Bacteroidales_bacterium_ph8	CD	PRJNA400072
-0.237579119056063	0.00414025408946683	**	Bacteroides_cellulosilyticus	CD	PRJNA400072
-0.282365724462809	0.000606018365741035	**	Barnesiella_intestinihominis	CD	PRJNA400072
-0.234710180152111	0.00463096769311822	**	Bifidobacterium_adolescentis	CD	PRJNA400072
0.183284137471939	0.027884821654873	*	Citrobacter_freundii	CD	PRJNA400072
0.28067650826919	0.000655549074843442	**	Clostridium_clostridioforme	CD	PRJNA400072
-0.222973480329734	0.00722551594290199	**	Clostridium_leptum	CD	PRJNA400072
-0.318585837677934	9.95810202844005e-05	**	Collinsella_aerofaciens	CD	PRJNA400072
-0.240437727991018	0.00369825276297631	**	Coprobacter_fastidiosus	CD	PRJNA400072
-0.392022915933624	1.17849907610434e-06	**	Coprococcus_catus	CD	PRJNA400072
-0.338057038787988	3.41292139902638e-05	**	Coprococcus_comes	CD	PRJNA400072
-0.272544807120774	0.000950351439935382	**	Coprococcus_sp_ART55_1	CD	PRJNA400072
-0.391727209851361	1.20247088775116e-06	**	Dorea_formicigenerans	CD	PRJNA400072
-0.344521095010748	2.35344859433884e-05	**	Dorea_longicatena	CD	PRJNA400072
0.25166445180077	0.00234402135063805	**	Escherichia_coli	CD	PRJNA400072
-0.252561977589498	0.00225813049832446	**	Eubacterium_eligens	CD	PRJNA400072
-0.347381075415558	1.99131725140411e-05	**	Eubacterium_hallii	CD	PRJNA400072
-0.394199580172618	1.01553307541025e-06	**	Eubacterium_ramulus	CD	PRJNA400072
-0.263681422168688	0.00140652542194886	**	Eubacterium_siraeum	CD	PRJNA400072
-0.30393078934858	0.000212742523190368	**	Eubacterium_ventriosum	CD	PRJNA400072
-0.260642309229384	0.00160405304577349	**	Faecalibacterium_prausnitzii	CD	PRJNA400072
0.310171225166126	0.000154725539421863	**	Fusobacterium_nucleatum	CD	PRJNA400072
0.246865540230087	0.00285553272281902	**	Gemella_morbillorum	CD	PRJNA400072
-0.166193734663199	0.0465017101669833	*	Holdemania_unclassified	CD	PRJNA400072
0.166022973286482	0.0467303261479897	*	Klebsiella_pneumoniae	CD	PRJNA400072
-0.27995144579539	0.000677930074411304	**	Lachnospiraceae_bacterium_5_1_63FAA	CD	PRJNA400072
0.177435495998431	0.0333718424011833	*	Lactobacillus_casei_paracasei	CD	PRJNA400072
0.179978511281907	0.0308829417419882	*	Lactobacillus_fermentum	CD	PRJNA400072
0.196847019277205	0.0180416219390573	*	Lactobacillus_rhamnosus	CD	PRJNA400072
0.231217735635455	0.00529824427604408	**	Megasphaera_micronuciformis	CD	PRJNA400072
-0.169472779350889	0.0422892613229298	*	Oxalobacter_formigenes	CD	PRJNA400072
0.202325527445818	0.0150176547335568	*	Pediococcus_acidilactici	CD	PRJNA400072
0.163930781950346	0.0496081231234786	*	Peptoniphilus_harei	CD	PRJNA400072
0.20935714972083	0.0117901736828689	*	Prevotella_bivia	CD	PRJNA400072
-0.302911182230933	0.000223953588077919	**	Roseburia_inulinivorans	CD	PRJNA400072
-0.251721783114856	0.00233844764691105	**	Ruminococcus_bromii	CD	PRJNA400072
-0.258723614999279	0.00174143990145725	**	Ruminococcus_callidus	CD	PRJNA400072
-0.426597112397409	9.73676468341012e-08	**	Ruminococcus_obeum	CD	PRJNA400072
-0.366286362114973	6.33001857419657e-06	**	Ruminococcus_sp_5_1_39BFAA	CD	PRJNA400072
0.179770187804481	0.0310807248085234	*	Scardovia_wiggsiae	CD	PRJNA400072
0.189893959538919	0.022628403870065	*	Slackia_unclassified	CD	PRJNA400072
0.201221698216279	0.0155886720206724	*	Staphylococcus_aureus	CD	PRJNA400072
0.23859689131846	0.00397772413484998	**	Streptococcus_agalactiae	CD	PRJNA400072
0.275501700588993	0.000831390559851819	**	Streptococcus_infantarius	CD	PRJNA400072
0.206044351019409	0.0132258847079259	*	Streptococcus_lutetiensis	CD	PRJNA400072
-0.215571663876167	0.0237116583794965	*	Adlercreutzia_equolifaciens	CD	SRP057027
-0.350592843798332	0.000173372977987585	**	Akkermansia_muciniphila	CD	SRP057027
-0.463245556405077	3.46736660716829e-07	**	Alistipes_finegoldii	CD	SRP057027
-0.39978222719972	1.51214348822482e-05	**	Alistipes_onderdonkii	CD	SRP057027
-0.487159365861032	6.77675582316795e-08	**	Alistipes_putredinis	CD	SRP057027
-0.221820642000563	0.0198594999099349	*	Alistipes_senegalensis	CD	SRP057027
-0.419196798985278	5.16152560692262e-06	**	Alistipes_shahii	CD	SRP057027
-0.346272576408987	0.000210913057628215	**	Anaerostipes_hadrus	CD	SRP057027
-0.372572277131441	6.1174802380437e-05	**	Bacteroidales_bacterium_ph8	CD	SRP057027
-0.255442936513234	0.0070740036594843	**	Bacteroides_cellulosilyticus	CD	SRP057027
-0.427581090443267	3.17716925612999e-06	**	Bacteroides_dorei	CD	SRP057027
-0.226512516040577	0.0173332851924408	*	Bacteroides_faecis	CD	SRP057027
-0.229100352860444	0.016062653954886	*	Bacteroides_massiliensis	CD	SRP057027
-0.221328510675017	0.0201419818192374	*	Bacteroides_nordii	CD	SRP057027
-0.496430330148469	3.47767614705674e-08	**	Bacteroides_ovatus	CD	SRP057027
-0.292333374244597	0.00194184827192023	**	Bacteroides_stercoris	CD	SRP057027
-0.244194678332745	0.0101427687842146	*	Bacteroides_thetaiotaomicron	CD	SRP057027
-0.36145374980919	0.000104597632158754	**	Bacteroides_vulgatus	CD	SRP057027
-0.282204190890331	0.00281793349365356	**	Barnesiella_intestinihominis	CD	SRP057027
-0.329200922572018	0.000445317225635344	**	Bilophila_unclassified	CD	SRP057027
-0.245637623153172	0.00969289542523066	**	Bilophila_wadsworthia	CD	SRP057027
-0.229699320901611	0.0157803396434577	*	Burkholderiales_bacterium_1_1_47	CD	SRP057027
-0.324963335664294	0.000532570118941589	**	Clostridiaceae_bacterium_JC118	CD	SRP057027
-0.31198639259834	0.000906694287476917	**	Clostridium_asparagiforme	CD	SRP057027
0.210349921563978	0.0274045269481382	*	Clostridium_butyricum	CD	SRP057027
-0.199996364382337	0.0361859857159885	*	Clostridium_citroniae	CD	SRP057027
-0.410104871518325	8.61011844022208e-06	**	Clostridium_leptum	CD	SRP057027
-0.217363181229085	0.0225468784000997	*	Collinsella_aerofaciens	CD	SRP057027
-0.383765218141672	3.49426047292489e-05	**	Coprococcus_catus	CD	SRP057027
-0.370223359076433	6.86271212075873e-05	**	Coprococcus_comes	CD	SRP057027
-0.223666329288332	0.0188302500440178	*	Desulfovibrio_piger	CD	SRP057027
-0.242913517744197	0.0105574595457845	*	Dialister_invisus	CD	SRP057027
-0.286895174807785	0.00237555311557669	**	Dorea_formicigenerans	CD	SRP057027
-0.301178893959749	0.00138727056724042	**	Dorea_longicatena	CD	SRP057027
-0.28944726764734	0.00216216907274269	**	Dorea_unclassified	CD	SRP057027
0.35662982967307	0.00013121086609158	**	Escherichia_coli	CD	SRP057027
-0.399617604367831	1.52555614874039e-05	**	Eubacterium_eligens	CD	SRP057027
-0.443560561424809	1.2146852812478e-06	**	Eubacterium_hallii	CD	SRP057027
-0.431849787740494	2.46923497027041e-06	**	Eubacterium_ramulus	CD	SRP057027
-0.379151828973401	4.41242081306026e-05	**	Eubacterium_siraeum	CD	SRP057027
-0.316630710441071	0.000751517265762169	**	Eubacterium_sp_3_1_31	CD	SRP057027
-0.309932955403265	0.000984215280016354	**	Eubacterium_ventriosum	CD	SRP057027
-0.273020947490344	0.00390426873070848	**	Faecalibacterium_prausnitzii	CD	SRP057027
-0.261084941463423	0.00587001778854801	**	Flavonifractor_plautii	CD	SRP057027
0.19321726776422	0.04313190422221	*	Haemophilus_haemolyticus	CD	SRP057027
-0.306264666003038	0.00113791674080987	**	Holdemania_filiformis	CD	SRP057027
-0.23689296640963	0.0127116362102724	*	Holdemania_unclassified	CD	SRP057027
0.325744442159982	0.00051539146098456	**	Klebsiella_pneumoniae	CD	SRP057027
-0.273704010791354	0.00381213518824763	**	Lachnospiraceae_bacterium_1_1_57FAA	CD	SRP057027
-0.373531326113481	5.83550911472663e-05	**	Lachnospiraceae_bacterium_5_1_63FAA	CD	SRP057027
-0.268420469477107	0.00457848221471813	**	Lachnospiraceae_bacterium_8_1_57FAA	CD	SRP057027
-0.207723184203078	0.0294401389358818	*	Megamonas_hypermegale	CD	SRP057027
0.217566400805526	0.0224179025818898	*	Megasphaera_micronuciformis	CD	SRP057027
0.2219879100009	0.0197642683149055	*	Morganella_morganii	CD	SRP057027
-0.389510190525535	2.60041192829963e-05	**	Odoribacter_splanchnicus	CD	SRP057027
-0.272871138489029	0.0039247400908593	**	Parasutterella_excrementihominis	CD	SRP057027
0.262099135166046	0.00567404622465295	**	Pediococcus_acidilactici	CD	SRP057027
-0.438323844518306	1.67362034919627e-06	**	Roseburia_intestinalis	CD	SRP057027
-0.332033117073042	0.000394554714327811	**	Roseburia_inulinivorans	CD	SRP057027
-0.40689332435913	1.0279543324998e-05	**	Ruminococcus_bromii	CD	SRP057027
-0.306230276853118	0.00113945581772068	**	Ruminococcus_callidus	CD	SRP057027
-0.481429063914754	1.01358791582129e-07	**	Ruminococcus_obeum	CD	SRP057027
-0.266344725427829	0.00491537075267345	**	Ruminococcus_sp_5_1_39BFAA	CD	SRP057027
-0.280192570296109	0.0331464136305888	*	Alistipes_putredinis	UC	PRJNA389280
-0.426196166522897	0.000850581678755402	**	Bacteroides_faecis	UC	PRJNA389280
-0.308415974534713	0.0185012370331976	*	Bilophila_unclassified	UC	PRJNA389280
-0.322254758185492	0.0136252105921666	*	Eubacterium_ventriosum	UC	PRJNA389280
-0.324028167167554	0.0130885066670818	*	Oxalobacter_formigenes	UC	PRJNA389280
-0.266939152801288	0.0428045703981983	*	Parabacteroides_goldsteinii	UC	PRJNA389280
-0.283251251752869	0.0311965792224722	*	Ruminococcus_bromii	UC	PRJNA389280
-0.230377659698887	0.0078720491805655	**	Adlercreutzia_equolifaciens	UC	PRJNA400072
0.188855487285766	0.030105312127255	*	Aggregatibacter_segnis	UC	PRJNA400072
-0.193566311005446	0.0261597596396199	*	Akkermansia_muciniphila	UC	PRJNA400072
-0.19375757744355	0.026009369273676	*	Alistipes_finegoldii	UC	PRJNA400072
-0.267000022634304	0.00196942118784316	**	Alistipes_onderdonkii	UC	PRJNA400072
0.3162855215854	0.000220240398193905	**	Anaerococcus_obesiensis	UC	PRJNA400072
0.308658775919251	0.000317212015475743	**	Anaerococcus_vaginalis	UC	PRJNA400072
-0.239256842408358	0.00572807833001621	**	Anaerostipes_hadrus	UC	PRJNA400072
-0.205347054449913	0.0181742686158035	*	Bacteroides_cellulosilyticus	UC	PRJNA400072
-0.172066520637658	0.0485148215450504	*	Bacteroides_intestinalis	UC	PRJNA400072
-0.238159624580206	0.00596125174463902	**	Bifidobacterium_adolescentis	UC	PRJNA400072
0.185927409625075	0.0328039988671109	*	Clostridium_clostridioforme	UC	PRJNA400072
0.205387701809528	0.0181508586036916	*	Clostridium_difficile	UC	PRJNA400072
-0.335073901573181	8.59262296981633e-05	**	Clostridium_leptum	UC	PRJNA400072
-0.361478494832958	2.05820028722492e-05	**	Collinsella_aerofaciens	UC	PRJNA400072
-0.216650336041887	0.0125901248116422	*	Coprococcus_catus	UC	PRJNA400072
-0.259125125898533	0.00269780789721841	**	Coprococcus_comes	UC	PRJNA400072
-0.214308572807512	0.0136045320906464	*	Coprococcus_sp_ART55_1	UC	PRJNA400072
-0.1953134501331	0.0248132257819684	*	Coriobacteriaceae_bacterium_phI	UC	PRJNA400072
-0.328328002532772	0.000121326302810587	**	Dorea_formicigenerans	UC	PRJNA400072
-0.247183742836336	0.00427136486685153	**	Dorea_longicatena	UC	PRJNA400072
-0.216363847908426	0.0127105634916358	*	Erysipelotrichaceae_bacterium_21_3	UC	PRJNA400072
0.327677459283473	0.000125377867763898	**	Escherichia_coli	UC	PRJNA400072
-0.384299002953708	5.38476865830084e-06	**	Eubacterium_hallii	UC	PRJNA400072
-0.338788490796777	7.08162938669599e-05	**	Eubacterium_ramulus	UC	PRJNA400072
-0.198539045110117	0.0224827242026375	*	Eubacterium_siraeum	UC	PRJNA400072
-0.270053065624578	0.00173880258610026	**	Eubacterium_ventriosum	UC	PRJNA400072
-0.17753088312419	0.0417020624311675	*	Faecalibacterium_prausnitzii	UC	PRJNA400072
0.285218129724796	0.000916849303908895	**	Gemella_morbillorum	UC	PRJNA400072
0.181102097356488	0.0376972819700532	*	Klebsiella_pneumoniae	UC	PRJNA400072
0.171532744024854	0.0492272146692854	*	Parvimonas_micra	UC	PRJNA400072
0.227125350258099	0.00881950621235195	**	Parvimonas_unclassified	UC	PRJNA400072
0.205008108936655	0.0183704968416007	*	Peptoniphilus_harei	UC	PRJNA400072
0.180143932701827	0.0387386500253952	*	Peptoniphilus_lacrimalis	UC	PRJNA400072
0.192390408491717	0.0271007746026639	*	Peptostreptococcus_anaerobius	UC	PRJNA400072
0.244915337379587	0.00464988346627404	**	Peptostreptococcus_stomatis	UC	PRJNA400072
0.195279153363965	0.0248390763720587	*	Prevotella_bivia	UC	PRJNA400072
0.240344234714113	0.00550504875253521	**	Proteus_mirabilis	UC	PRJNA400072
-0.182742118587875	0.0359694870888045	*	Roseburia_intestinalis	UC	PRJNA400072
-0.195239281364138	0.0248691581707534	*	Roseburia_inulinivorans	UC	PRJNA400072
-0.178960320929706	0.0400582946109667	*	Ruminococcus_bromii	UC	PRJNA400072
-0.275158975721851	0.00140735161786498	**	Ruminococcus_callidus	UC	PRJNA400072
-0.248331498948499	0.00409057108553057	**	Ruminococcus_obeum	UC	PRJNA400072
-0.299023841440978	0.000496037567365271	**	Ruminococcus_sp_5_1_39BFAA	UC	PRJNA400072
-0.189095122061267	0.0298930515551405	*	Streptococcus_salivarius	UC	PRJNA400072
-0.176802116563672	0.0425615901874883	*	Streptococcus_thermophilus	UC	PRJNA400072
-0.304009515540042	1.85350472192702e-06	**	Adlercreutzia_equolifaciens	UC	PRJEB1220
-0.264166262302289	3.8103801143885e-05	**	Alistipes_finegoldii	UC	PRJEB1220
-0.196291686928844	0.00240152539492522	**	Alistipes_onderdonkii	UC	PRJEB1220
-0.283778933696952	9.11444090201385e-06	**	Alistipes_putredinis	UC	PRJEB1220
-0.193501890364799	0.00277611780271658	**	Alistipes_senegalensis	UC	PRJEB1220
-0.284831186883198	8.41479119340072e-06	**	Alistipes_shahii	UC	PRJEB1220
0.139142075409327	0.0322606506965246	*	Anaerococcus_obesiensis	UC	PRJEB1220
-0.381811909645803	1.21163146182823e-09	**	Anaerostipes_hadrus	UC	PRJEB1220
-0.1845987264146	0.00435296270460883	**	Anaerostipes_unclassified	UC	PRJEB1220
-0.252021417588487	8.75207437527337e-05	**	Bacteroidales_bacterium_ph8	UC	PRJEB1220
-0.148592111528876	0.0221276658513614	*	Bacteroides_cellulosilyticus	UC	PRJEB1220
-0.164032334012102	0.0114372384532615	*	Bacteroides_clarus	UC	PRJEB1220
-0.152764814319971	0.0186136763030336	*	Bacteroides_coprocola	UC	PRJEB1220
